cell_name,batch,cell_type
human4_lib1.final_cell_0097,inDrop4,delta
human4_lib1.final_cell_0098,inDrop4,ductal
human4_lib1.final_cell_0099,inDrop4,ductal
human4_lib1.final_cell_0100,inDrop4,beta
human4_lib1.final_cell_0101,inDrop4,ductal
human4_lib1.final_cell_0102,inDrop4,beta
human4_lib1.final_cell_0103,inDrop4,beta
human4_lib1.final_cell_0104,inDrop4,alpha
human4_lib1.final_cell_0105,inDrop4,beta
human4_lib1.final_cell_0106,inDrop4,delta
human4_lib1.final_cell_0107,inDrop4,alpha
human4_lib1.final_cell_0108,inDrop4,alpha
human4_lib1.final_cell_0109,inDrop4,delta
human4_lib1.final_cell_0110,inDrop4,beta
human4_lib1.final_cell_0111,inDrop4,ductal
human4_lib1.final_cell_0112,inDrop4,beta
human4_lib1.final_cell_0113,inDrop4,beta
human4_lib1.final_cell_0114,inDrop4,delta
human4_lib1.final_cell_0115,inDrop4,acinar
human4_lib1.final_cell_0116,inDrop4,ductal
human4_lib1.final_cell_0117,inDrop4,alpha
human4_lib1.final_cell_0118,inDrop4,ductal
human4_lib1.final_cell_0119,inDrop4,ductal
human4_lib1.final_cell_0120,inDrop4,beta
human4_lib1.final_cell_0121,inDrop4,beta
human4_lib1.final_cell_0122,inDrop4,gamma
human4_lib1.final_cell_0123,inDrop4,alpha
human4_lib1.final_cell_0124,inDrop4,beta
human4_lib1.final_cell_0125,inDrop4,beta
human4_lib1.final_cell_0126,inDrop4,beta
human4_lib1.final_cell_0127,inDrop4,ductal
human4_lib1.final_cell_0128,inDrop4,activated_stellate
human4_lib1.final_cell_0129,inDrop4,delta
human4_lib1.final_cell_0130,inDrop4,beta
human4_lib1.final_cell_0131,inDrop4,ductal
human4_lib1.final_cell_0132,inDrop4,beta
human4_lib1.final_cell_0133,inDrop4,ductal
human4_lib1.final_cell_0134,inDrop4,ductal
human4_lib1.final_cell_0135,inDrop4,beta
human4_lib1.final_cell_0136,inDrop4,alpha
human4_lib1.final_cell_0137,inDrop4,ductal
human4_lib1.final_cell_0138,inDrop4,delta
human4_lib1.final_cell_0139,inDrop4,beta
human4_lib1.final_cell_0140,inDrop4,delta
human4_lib1.final_cell_0141,inDrop4,delta
human4_lib1.final_cell_0142,inDrop4,alpha
human4_lib1.final_cell_0143,inDrop4,alpha
human4_lib1.final_cell_0144,inDrop4,ductal
human4_lib1.final_cell_0145,inDrop4,macrophage
human4_lib1.final_cell_0146,inDrop4,alpha
human4_lib1.final_cell_0147,inDrop4,ductal
human4_lib1.final_cell_0148,inDrop4,ductal
human4_lib1.final_cell_0149,inDrop4,ductal
human4_lib1.final_cell_0150,inDrop4,beta
human4_lib1.final_cell_0151,inDrop4,beta
human4_lib1.final_cell_0152,inDrop4,alpha
human4_lib1.final_cell_0153,inDrop4,beta
human4_lib1.final_cell_0154,inDrop4,alpha
human4_lib1.final_cell_0155,inDrop4,beta
human4_lib1.final_cell_0156,inDrop4,beta
human4_lib1.final_cell_0157,inDrop4,ductal
human4_lib1.final_cell_0158,inDrop4,ductal
human4_lib1.final_cell_0159,inDrop4,beta
human4_lib1.final_cell_0160,inDrop4,beta
human4_lib1.final_cell_0161,inDrop4,alpha
human4_lib1.final_cell_0162,inDrop4,alpha
human4_lib1.final_cell_0163,inDrop4,beta
human4_lib1.final_cell_0164,inDrop4,beta
human4_lib1.final_cell_0165,inDrop4,alpha
human4_lib1.final_cell_0166,inDrop4,beta
human4_lib1.final_cell_0167,inDrop4,beta
human4_lib1.final_cell_0168,inDrop4,alpha
human4_lib1.final_cell_0169,inDrop4,delta
human4_lib1.final_cell_0170,inDrop4,beta
human4_lib1.final_cell_0171,inDrop4,alpha
human4_lib1.final_cell_0172,inDrop4,beta
human4_lib1.final_cell_0173,inDrop4,beta
human4_lib1.final_cell_0174,inDrop4,beta
human4_lib1.final_cell_0175,inDrop4,beta
human4_lib1.final_cell_0176,inDrop4,delta
human4_lib1.final_cell_0177,inDrop4,beta
human4_lib1.final_cell_0178,inDrop4,ductal
human4_lib1.final_cell_0179,inDrop4,gamma
human4_lib1.final_cell_0180,inDrop4,delta
human4_lib1.final_cell_0181,inDrop4,ductal
human4_lib1.final_cell_0182,inDrop4,alpha
human4_lib1.final_cell_0183,inDrop4,ductal
human4_lib1.final_cell_0184,inDrop4,alpha
human4_lib1.final_cell_0185,inDrop4,alpha
human4_lib1.final_cell_0186,inDrop4,delta
human4_lib1.final_cell_0187,inDrop4,alpha
human4_lib1.final_cell_0188,inDrop4,beta
human4_lib1.final_cell_0189,inDrop4,delta
human4_lib1.final_cell_0190,inDrop4,alpha
human4_lib1.final_cell_0191,inDrop4,alpha
human4_lib1.final_cell_0192,inDrop4,delta
human4_lib1.final_cell_0193,inDrop4,beta
human4_lib1.final_cell_0194,inDrop4,beta
human4_lib1.final_cell_0195,inDrop4,alpha
human4_lib1.final_cell_0196,inDrop4,gamma
human4_lib1.final_cell_0197,inDrop4,beta
human4_lib1.final_cell_0198,inDrop4,beta
human4_lib1.final_cell_0199,inDrop4,gamma
human4_lib1.final_cell_0200,inDrop4,delta
human4_lib1.final_cell_0201,inDrop4,ductal
human4_lib1.final_cell_0202,inDrop4,beta
human4_lib1.final_cell_0203,inDrop4,alpha
human4_lib1.final_cell_0204,inDrop4,delta
human4_lib1.final_cell_0205,inDrop4,beta
human4_lib1.final_cell_0206,inDrop4,beta
human4_lib1.final_cell_0207,inDrop4,alpha
human4_lib1.final_cell_0208,inDrop4,ductal
human4_lib1.final_cell_0209,inDrop4,ductal
human4_lib1.final_cell_0210,inDrop4,beta
human4_lib1.final_cell_0211,inDrop4,alpha
human4_lib1.final_cell_0212,inDrop4,ductal
human4_lib1.final_cell_0213,inDrop4,activated_stellate
human4_lib1.final_cell_0214,inDrop4,alpha
human4_lib1.final_cell_0215,inDrop4,beta
human4_lib1.final_cell_0216,inDrop4,alpha
human4_lib1.final_cell_0217,inDrop4,ductal
human4_lib1.final_cell_0218,inDrop4,beta
human4_lib1.final_cell_0219,inDrop4,beta
human4_lib1.final_cell_0220,inDrop4,ductal
human4_lib1.final_cell_0221,inDrop4,beta
human4_lib1.final_cell_0222,inDrop4,beta
human4_lib1.final_cell_0223,inDrop4,ductal
human4_lib1.final_cell_0224,inDrop4,beta
human4_lib1.final_cell_0225,inDrop4,beta
human4_lib1.final_cell_0226,inDrop4,beta
human4_lib1.final_cell_0227,inDrop4,beta
human4_lib1.final_cell_0228,inDrop4,alpha
human4_lib1.final_cell_0229,inDrop4,delta
human4_lib1.final_cell_0230,inDrop4,alpha
human4_lib1.final_cell_0231,inDrop4,macrophage
human4_lib1.final_cell_0232,inDrop4,alpha
human4_lib1.final_cell_0233,inDrop4,alpha
human4_lib1.final_cell_0234,inDrop4,beta
human4_lib1.final_cell_0235,inDrop4,activated_stellate
human4_lib1.final_cell_0236,inDrop4,beta
human4_lib1.final_cell_0237,inDrop4,beta
human4_lib1.final_cell_0238,inDrop4,ductal
human4_lib1.final_cell_0239,inDrop4,ductal
human4_lib1.final_cell_0240,inDrop4,gamma
human4_lib1.final_cell_0241,inDrop4,beta
human4_lib1.final_cell_0242,inDrop4,ductal
human4_lib1.final_cell_0243,inDrop4,beta
human4_lib1.final_cell_0244,inDrop4,beta
human4_lib1.final_cell_0245,inDrop4,beta
human4_lib1.final_cell_0246,inDrop4,beta
human4_lib1.final_cell_0247,inDrop4,beta
human4_lib1.final_cell_0248,inDrop4,alpha
human4_lib1.final_cell_0249,inDrop4,delta
human4_lib1.final_cell_0250,inDrop4,alpha
human4_lib1.final_cell_0251,inDrop4,ductal
human4_lib1.final_cell_0252,inDrop4,ductal
human4_lib1.final_cell_0253,inDrop4,beta
human4_lib1.final_cell_0254,inDrop4,alpha
human4_lib1.final_cell_0255,inDrop4,alpha
human4_lib1.final_cell_0256,inDrop4,ductal
human4_lib1.final_cell_0257,inDrop4,ductal
human4_lib1.final_cell_0258,inDrop4,alpha
human4_lib1.final_cell_0259,inDrop4,alpha
human4_lib1.final_cell_0260,inDrop4,ductal
human4_lib1.final_cell_0261,inDrop4,beta
human4_lib1.final_cell_0262,inDrop4,beta
human4_lib1.final_cell_0263,inDrop4,alpha
human4_lib1.final_cell_0264,inDrop4,ductal
human4_lib1.final_cell_0265,inDrop4,gamma
human4_lib1.final_cell_0266,inDrop4,beta
human4_lib1.final_cell_0267,inDrop4,delta
human4_lib1.final_cell_0268,inDrop4,gamma
human4_lib1.final_cell_0269,inDrop4,beta
human4_lib1.final_cell_0270,inDrop4,ductal
human4_lib1.final_cell_0271,inDrop4,ductal
human4_lib1.final_cell_0272,inDrop4,beta
human4_lib1.final_cell_0273,inDrop4,ductal
human4_lib1.final_cell_0274,inDrop4,beta
human4_lib1.final_cell_0275,inDrop4,alpha
human4_lib1.final_cell_0276,inDrop4,beta
human4_lib1.final_cell_0277,inDrop4,beta
human4_lib1.final_cell_0278,inDrop4,beta
human4_lib1.final_cell_0279,inDrop4,alpha
human4_lib1.final_cell_0280,inDrop4,beta
human4_lib1.final_cell_0281,inDrop4,alpha
human4_lib1.final_cell_0282,inDrop4,beta
human4_lib1.final_cell_0283,inDrop4,beta
human4_lib1.final_cell_0284,inDrop4,alpha
human4_lib1.final_cell_0285,inDrop4,ductal
human4_lib1.final_cell_0286,inDrop4,alpha
human4_lib1.final_cell_0287,inDrop4,ductal
human4_lib1.final_cell_0288,inDrop4,beta
human4_lib1.final_cell_0289,inDrop4,alpha
human4_lib1.final_cell_0290,inDrop4,beta
human4_lib1.final_cell_0291,inDrop4,beta
human4_lib1.final_cell_0292,inDrop4,beta
human4_lib1.final_cell_0293,inDrop4,beta
human4_lib1.final_cell_0294,inDrop4,alpha
human4_lib1.final_cell_0295,inDrop4,macrophage
human4_lib1.final_cell_0296,inDrop4,alpha
human4_lib1.final_cell_0297,inDrop4,delta
human4_lib1.final_cell_0298,inDrop4,gamma
human4_lib1.final_cell_0299,inDrop4,beta
human4_lib1.final_cell_0300,inDrop4,beta
human4_lib1.final_cell_0301,inDrop4,delta
human4_lib1.final_cell_0302,inDrop4,ductal
human4_lib1.final_cell_0303,inDrop4,ductal
human4_lib1.final_cell_0304,inDrop4,beta
human4_lib1.final_cell_0305,inDrop4,beta
human4_lib1.final_cell_0306,inDrop4,alpha
human4_lib1.final_cell_0307,inDrop4,beta
human4_lib1.final_cell_0308,inDrop4,alpha
human4_lib1.final_cell_0309,inDrop4,activated_stellate
human4_lib1.final_cell_0310,inDrop4,alpha
human4_lib1.final_cell_0311,inDrop4,gamma
human4_lib1.final_cell_0312,inDrop4,delta
human4_lib1.final_cell_0313,inDrop4,beta
human4_lib1.final_cell_0314,inDrop4,alpha
human4_lib1.final_cell_0315,inDrop4,alpha
human4_lib1.final_cell_0316,inDrop4,beta
human4_lib1.final_cell_0317,inDrop4,delta
human4_lib1.final_cell_0318,inDrop4,delta
human4_lib1.final_cell_0319,inDrop4,delta
human4_lib1.final_cell_0320,inDrop4,alpha
human4_lib1.final_cell_0321,inDrop4,beta
human4_lib1.final_cell_0322,inDrop4,beta
human4_lib1.final_cell_0323,inDrop4,activated_stellate
human4_lib1.final_cell_0324,inDrop4,ductal
human4_lib1.final_cell_0325,inDrop4,beta
human4_lib1.final_cell_0326,inDrop4,epsilon
human4_lib1.final_cell_0327,inDrop4,alpha
human4_lib1.final_cell_0328,inDrop4,gamma
human4_lib1.final_cell_0329,inDrop4,gamma
human4_lib1.final_cell_0330,inDrop4,beta
human4_lib1.final_cell_0331,inDrop4,gamma
human4_lib1.final_cell_0332,inDrop4,alpha
human4_lib1.final_cell_0333,inDrop4,alpha
human4_lib1.final_cell_0334,inDrop4,beta
human4_lib1.final_cell_0335,inDrop4,alpha
human4_lib1.final_cell_0336,inDrop4,ductal
human4_lib1.final_cell_0337,inDrop4,delta
human4_lib1.final_cell_0338,inDrop4,alpha
human4_lib1.final_cell_0339,inDrop4,beta
human4_lib1.final_cell_0340,inDrop4,beta
human4_lib1.final_cell_0341,inDrop4,alpha
human4_lib1.final_cell_0342,inDrop4,beta
human4_lib1.final_cell_0343,inDrop4,ductal
human4_lib1.final_cell_0344,inDrop4,alpha
human4_lib1.final_cell_0345,inDrop4,alpha
human4_lib1.final_cell_0346,inDrop4,ductal
human4_lib1.final_cell_0347,inDrop4,delta
human4_lib1.final_cell_0348,inDrop4,beta
human4_lib1.final_cell_0349,inDrop4,macrophage
human4_lib1.final_cell_0350,inDrop4,alpha
human4_lib1.final_cell_0351,inDrop4,ductal
human4_lib1.final_cell_0352,inDrop4,beta
human4_lib1.final_cell_0353,inDrop4,alpha
human4_lib1.final_cell_0354,inDrop4,activated_stellate
human4_lib1.final_cell_0355,inDrop4,ductal
human4_lib1.final_cell_0356,inDrop4,beta
human4_lib1.final_cell_0357,inDrop4,alpha
human4_lib1.final_cell_0358,inDrop4,beta
human4_lib1.final_cell_0359,inDrop4,beta
human4_lib1.final_cell_0360,inDrop4,ductal
human4_lib1.final_cell_0361,inDrop4,endothelial
human4_lib1.final_cell_0362,inDrop4,ductal
human4_lib1.final_cell_0363,inDrop4,alpha
human4_lib1.final_cell_0364,inDrop4,ductal
human4_lib1.final_cell_0365,inDrop4,gamma
human4_lib1.final_cell_0366,inDrop4,beta
human4_lib1.final_cell_0367,inDrop4,activated_stellate
human4_lib1.final_cell_0368,inDrop4,beta
human4_lib1.final_cell_0369,inDrop4,alpha
human4_lib1.final_cell_0370,inDrop4,alpha
human4_lib1.final_cell_0371,inDrop4,activated_stellate
human4_lib1.final_cell_0372,inDrop4,ductal
human4_lib1.final_cell_0373,inDrop4,alpha
human4_lib1.final_cell_0374,inDrop4,beta
human4_lib1.final_cell_0375,inDrop4,beta
human4_lib1.final_cell_0376,inDrop4,alpha
human4_lib1.final_cell_0377,inDrop4,delta
human4_lib1.final_cell_0378,inDrop4,beta
human4_lib1.final_cell_0379,inDrop4,ductal
human4_lib1.final_cell_0380,inDrop4,beta
human4_lib1.final_cell_0381,inDrop4,beta
human4_lib1.final_cell_0382,inDrop4,beta
human4_lib1.final_cell_0383,inDrop4,beta
human4_lib1.final_cell_0384,inDrop4,alpha
human4_lib1.final_cell_0385,inDrop4,beta
human4_lib1.final_cell_0386,inDrop4,alpha
human4_lib1.final_cell_0387,inDrop4,delta
human4_lib1.final_cell_0388,inDrop4,gamma
human4_lib1.final_cell_0389,inDrop4,beta
human4_lib1.final_cell_0390,inDrop4,beta
human4_lib1.final_cell_0391,inDrop4,alpha
human4_lib1.final_cell_0392,inDrop4,alpha
human4_lib1.final_cell_0393,inDrop4,delta
human4_lib1.final_cell_0394,inDrop4,alpha
human4_lib1.final_cell_0395,inDrop4,gamma
human4_lib1.final_cell_0396,inDrop4,beta
human4_lib1.final_cell_0397,inDrop4,beta
human4_lib1.final_cell_0398,inDrop4,beta
human4_lib1.final_cell_0399,inDrop4,ductal
human4_lib1.final_cell_0400,inDrop4,activated_stellate
human4_lib1.final_cell_0401,inDrop4,beta
human4_lib1.final_cell_0402,inDrop4,ductal
human4_lib1.final_cell_0403,inDrop4,beta
human4_lib1.final_cell_0404,inDrop4,beta
human4_lib1.final_cell_0405,inDrop4,beta
human4_lib1.final_cell_0406,inDrop4,delta
human4_lib1.final_cell_0407,inDrop4,beta
human4_lib1.final_cell_0408,inDrop4,alpha
human4_lib1.final_cell_0409,inDrop4,beta
human4_lib1.final_cell_0410,inDrop4,beta
human4_lib1.final_cell_0411,inDrop4,beta
human4_lib1.final_cell_0412,inDrop4,beta
human4_lib1.final_cell_0413,inDrop4,ductal
human4_lib1.final_cell_0414,inDrop4,beta
human4_lib1.final_cell_0415,inDrop4,beta
human4_lib1.final_cell_0416,inDrop4,alpha
human4_lib1.final_cell_0417,inDrop4,beta
human4_lib1.final_cell_0418,inDrop4,beta
human4_lib1.final_cell_0419,inDrop4,delta
human4_lib1.final_cell_0420,inDrop4,ductal
human4_lib1.final_cell_0421,inDrop4,alpha
human4_lib1.final_cell_0422,inDrop4,ductal
human4_lib1.final_cell_0423,inDrop4,beta
human4_lib1.final_cell_0424,inDrop4,alpha
human4_lib1.final_cell_0425,inDrop4,endothelial
human4_lib1.final_cell_0426,inDrop4,beta
human4_lib1.final_cell_0427,inDrop4,beta
human4_lib1.final_cell_0428,inDrop4,alpha
human4_lib1.final_cell_0429,inDrop4,beta
human4_lib1.final_cell_0430,inDrop4,beta
human4_lib1.final_cell_0431,inDrop4,beta
human4_lib1.final_cell_0432,inDrop4,beta
human4_lib1.final_cell_0433,inDrop4,beta
human4_lib1.final_cell_0434,inDrop4,beta
human4_lib1.final_cell_0435,inDrop4,alpha
human4_lib1.final_cell_0436,inDrop4,beta
human4_lib1.final_cell_0437,inDrop4,beta
human4_lib1.final_cell_0438,inDrop4,ductal
human4_lib1.final_cell_0439,inDrop4,ductal
human4_lib1.final_cell_0440,inDrop4,activated_stellate
human4_lib1.final_cell_0441,inDrop4,alpha
human4_lib1.final_cell_0442,inDrop4,alpha
human4_lib1.final_cell_0443,inDrop4,alpha
human4_lib1.final_cell_0444,inDrop4,beta
human4_lib1.final_cell_0445,inDrop4,beta
human4_lib1.final_cell_0446,inDrop4,ductal
human4_lib1.final_cell_0447,inDrop4,activated_stellate
human4_lib1.final_cell_0448,inDrop4,alpha
human4_lib1.final_cell_0449,inDrop4,gamma
human4_lib1.final_cell_0450,inDrop4,quiescent_stellate
human4_lib1.final_cell_0451,inDrop4,beta
human4_lib1.final_cell_0452,inDrop4,ductal
human4_lib1.final_cell_0453,inDrop4,delta
human4_lib1.final_cell_0454,inDrop4,beta
human4_lib1.final_cell_0455,inDrop4,ductal
human4_lib1.final_cell_0456,inDrop4,beta
human4_lib1.final_cell_0457,inDrop4,alpha
human4_lib1.final_cell_0458,inDrop4,gamma
human4_lib1.final_cell_0459,inDrop4,beta
human4_lib1.final_cell_0460,inDrop4,alpha
human4_lib1.final_cell_0461,inDrop4,beta
human4_lib1.final_cell_0462,inDrop4,ductal
human4_lib1.final_cell_0463,inDrop4,beta
human4_lib1.final_cell_0464,inDrop4,gamma
human4_lib1.final_cell_0465,inDrop4,beta
human4_lib1.final_cell_0466,inDrop4,ductal
human4_lib1.final_cell_0467,inDrop4,beta
human4_lib1.final_cell_0468,inDrop4,ductal
human4_lib1.final_cell_0469,inDrop4,ductal
human4_lib1.final_cell_0470,inDrop4,gamma
human4_lib1.final_cell_0471,inDrop4,activated_stellate
human4_lib1.final_cell_0472,inDrop4,alpha
human4_lib1.final_cell_0473,inDrop4,alpha
human4_lib1.final_cell_0474,inDrop4,beta
human4_lib1.final_cell_0475,inDrop4,beta
human4_lib1.final_cell_0476,inDrop4,beta
human4_lib1.final_cell_0477,inDrop4,alpha
human4_lib1.final_cell_0478,inDrop4,beta
human4_lib1.final_cell_0479,inDrop4,alpha
human4_lib1.final_cell_0480,inDrop4,alpha
human4_lib1.final_cell_0481,inDrop4,alpha
human4_lib1.final_cell_0482,inDrop4,beta
human4_lib1.final_cell_0483,inDrop4,alpha
human4_lib1.final_cell_0484,inDrop4,gamma
human4_lib1.final_cell_0485,inDrop4,endothelial
human4_lib1.final_cell_0486,inDrop4,beta
human4_lib1.final_cell_0487,inDrop4,alpha
human4_lib1.final_cell_0488,inDrop4,gamma
human4_lib1.final_cell_0489,inDrop4,beta
human4_lib1.final_cell_0490,inDrop4,beta
human4_lib1.final_cell_0491,inDrop4,beta
human4_lib1.final_cell_0492,inDrop4,ductal
human4_lib1.final_cell_0493,inDrop4,activated_stellate
human4_lib1.final_cell_0494,inDrop4,delta
human4_lib1.final_cell_0495,inDrop4,activated_stellate
human4_lib1.final_cell_0496,inDrop4,ductal
human4_lib1.final_cell_0497,inDrop4,beta
human4_lib1.final_cell_0498,inDrop4,alpha
human4_lib1.final_cell_0499,inDrop4,beta
human4_lib1.final_cell_0500,inDrop4,beta
human4_lib1.final_cell_0501,inDrop4,beta
human4_lib1.final_cell_0502,inDrop4,beta
human4_lib1.final_cell_0503,inDrop4,beta
human4_lib1.final_cell_0504,inDrop4,beta
human4_lib1.final_cell_0505,inDrop4,gamma
human4_lib1.final_cell_0506,inDrop4,activated_stellate
human4_lib1.final_cell_0507,inDrop4,ductal
human4_lib1.final_cell_0508,inDrop4,alpha
human4_lib1.final_cell_0509,inDrop4,beta
human4_lib1.final_cell_0510,inDrop4,beta
human4_lib1.final_cell_0511,inDrop4,alpha
human4_lib1.final_cell_0512,inDrop4,beta
human4_lib1.final_cell_0513,inDrop4,beta
human4_lib1.final_cell_0514,inDrop4,beta
human4_lib1.final_cell_0515,inDrop4,beta
human4_lib1.final_cell_0516,inDrop4,beta
human4_lib1.final_cell_0517,inDrop4,gamma
human4_lib1.final_cell_0518,inDrop4,alpha
human4_lib1.final_cell_0519,inDrop4,alpha
human4_lib1.final_cell_0520,inDrop4,ductal
human4_lib1.final_cell_0521,inDrop4,beta
human4_lib1.final_cell_0522,inDrop4,beta
human4_lib1.final_cell_0523,inDrop4,beta
human4_lib1.final_cell_0524,inDrop4,beta
human4_lib1.final_cell_0525,inDrop4,beta
human4_lib1.final_cell_0526,inDrop4,ductal
human4_lib1.final_cell_0527,inDrop4,beta
human4_lib1.final_cell_0528,inDrop4,ductal
human4_lib1.final_cell_0529,inDrop4,beta
human4_lib1.final_cell_0530,inDrop4,delta
human4_lib1.final_cell_0531,inDrop4,beta
human4_lib1.final_cell_0532,inDrop4,beta
human4_lib1.final_cell_0533,inDrop4,delta
human4_lib1.final_cell_0534,inDrop4,ductal
human4_lib1.final_cell_0535,inDrop4,beta
human4_lib1.final_cell_0536,inDrop4,alpha
human4_lib1.final_cell_0537,inDrop4,beta
human4_lib1.final_cell_0538,inDrop4,beta
human4_lib1.final_cell_0539,inDrop4,beta
human4_lib1.final_cell_0540,inDrop4,ductal
human4_lib1.final_cell_0541,inDrop4,alpha
human4_lib1.final_cell_0542,inDrop4,beta
human4_lib1.final_cell_0543,inDrop4,beta
human4_lib1.final_cell_0544,inDrop4,ductal
human4_lib1.final_cell_0545,inDrop4,alpha
human4_lib1.final_cell_0546,inDrop4,beta
human4_lib1.final_cell_0547,inDrop4,alpha
human4_lib1.final_cell_0548,inDrop4,activated_stellate
human4_lib1.final_cell_0549,inDrop4,activated_stellate
human4_lib1.final_cell_0550,inDrop4,delta
human4_lib1.final_cell_0551,inDrop4,beta
human4_lib1.final_cell_0552,inDrop4,beta
human4_lib1.final_cell_0553,inDrop4,beta
human4_lib1.final_cell_0554,inDrop4,ductal
human4_lib1.final_cell_0555,inDrop4,beta
human4_lib1.final_cell_0556,inDrop4,ductal
human4_lib1.final_cell_0557,inDrop4,beta
human4_lib1.final_cell_0558,inDrop4,alpha
human4_lib1.final_cell_0559,inDrop4,ductal
human4_lib1.final_cell_0560,inDrop4,alpha
human4_lib1.final_cell_0561,inDrop4,gamma
human4_lib1.final_cell_0562,inDrop4,alpha
human4_lib1.final_cell_0563,inDrop4,beta
human4_lib1.final_cell_0564,inDrop4,ductal
human4_lib1.final_cell_0565,inDrop4,beta
human4_lib1.final_cell_0566,inDrop4,ductal
human4_lib1.final_cell_0567,inDrop4,beta
human4_lib1.final_cell_0568,inDrop4,t_cell
human4_lib1.final_cell_0569,inDrop4,alpha
human4_lib1.final_cell_0570,inDrop4,gamma
human4_lib1.final_cell_0571,inDrop4,delta
human4_lib1.final_cell_0572,inDrop4,endothelial
human4_lib1.final_cell_0573,inDrop4,alpha
human4_lib1.final_cell_0574,inDrop4,alpha
human4_lib1.final_cell_0575,inDrop4,gamma
human4_lib1.final_cell_0576,inDrop4,beta
human4_lib1.final_cell_0577,inDrop4,beta
human4_lib1.final_cell_0578,inDrop4,quiescent_stellate
human4_lib1.final_cell_0579,inDrop4,macrophage
human4_lib1.final_cell_0580,inDrop4,gamma
human4_lib1.final_cell_0581,inDrop4,alpha
human4_lib1.final_cell_0582,inDrop4,beta
human4_lib1.final_cell_0583,inDrop4,beta
human4_lib1.final_cell_0584,inDrop4,ductal
human4_lib1.final_cell_0585,inDrop4,ductal
human4_lib1.final_cell_0586,inDrop4,beta
human4_lib1.final_cell_0587,inDrop4,beta
human4_lib1.final_cell_0588,inDrop4,alpha
human4_lib1.final_cell_0589,inDrop4,beta
human4_lib1.final_cell_0590,inDrop4,ductal
human4_lib1.final_cell_0591,inDrop4,alpha
human4_lib1.final_cell_0592,inDrop4,ductal
human4_lib1.final_cell_0593,inDrop4,alpha
human4_lib1.final_cell_0594,inDrop4,activated_stellate
human4_lib1.final_cell_0595,inDrop4,ductal
human4_lib1.final_cell_0596,inDrop4,ductal
human4_lib1.final_cell_0597,inDrop4,beta
human4_lib1.final_cell_0598,inDrop4,beta
human4_lib1.final_cell_0599,inDrop4,ductal
human4_lib1.final_cell_0600,inDrop4,ductal
human4_lib1.final_cell_0601,inDrop4,ductal
human4_lib1.final_cell_0602,inDrop4,ductal
human4_lib3.final_cell_0001,inDrop4,beta
human4_lib3.final_cell_0002,inDrop4,delta
human4_lib3.final_cell_0003,inDrop4,delta
human4_lib3.final_cell_0004,inDrop4,beta
human4_lib3.final_cell_0005,inDrop4,ductal
human4_lib3.final_cell_0006,inDrop4,ductal
human4_lib3.final_cell_0007,inDrop4,beta
human4_lib3.final_cell_0008,inDrop4,ductal
human4_lib3.final_cell_0009,inDrop4,ductal
human4_lib3.final_cell_0010,inDrop4,beta
human4_lib3.final_cell_0011,inDrop4,ductal
human4_lib3.final_cell_0012,inDrop4,beta
human4_lib3.final_cell_0013,inDrop4,ductal
human4_lib3.final_cell_0014,inDrop4,ductal
human4_lib3.final_cell_0015,inDrop4,ductal
human4_lib3.final_cell_0016,inDrop4,beta
human4_lib3.final_cell_0017,inDrop4,ductal
human4_lib3.final_cell_0018,inDrop4,delta
human4_lib3.final_cell_0019,inDrop4,alpha
human4_lib3.final_cell_0020,inDrop4,ductal
human4_lib3.final_cell_0021,inDrop4,ductal
human4_lib3.final_cell_0022,inDrop4,ductal
human4_lib3.final_cell_0023,inDrop4,activated_stellate
human4_lib3.final_cell_0024,inDrop4,beta
human4_lib3.final_cell_0025,inDrop4,beta
human4_lib3.final_cell_0026,inDrop4,delta
human4_lib3.final_cell_0027,inDrop4,beta
human4_lib3.final_cell_0028,inDrop4,ductal
human4_lib3.final_cell_0029,inDrop4,beta
human4_lib3.final_cell_0030,inDrop4,delta
human4_lib3.final_cell_0031,inDrop4,ductal
human4_lib3.final_cell_0032,inDrop4,alpha
human4_lib3.final_cell_0033,inDrop4,delta
human4_lib3.final_cell_0034,inDrop4,beta
human4_lib3.final_cell_0035,inDrop4,ductal
human4_lib3.final_cell_0036,inDrop4,delta
human4_lib3.final_cell_0037,inDrop4,beta
human4_lib3.final_cell_0038,inDrop4,ductal
human4_lib3.final_cell_0039,inDrop4,delta
human4_lib3.final_cell_0040,inDrop4,beta
human4_lib3.final_cell_0041,inDrop4,beta
human4_lib3.final_cell_0042,inDrop4,beta
human4_lib3.final_cell_0043,inDrop4,ductal
human4_lib3.final_cell_0044,inDrop4,ductal
human4_lib3.final_cell_0045,inDrop4,ductal
human4_lib3.final_cell_0046,inDrop4,ductal
human4_lib3.final_cell_0047,inDrop4,delta
human4_lib3.final_cell_0048,inDrop4,alpha
human4_lib3.final_cell_0049,inDrop4,ductal
human4_lib3.final_cell_0050,inDrop4,delta
human4_lib3.final_cell_0051,inDrop4,beta
human4_lib3.final_cell_0052,inDrop4,beta
human4_lib3.final_cell_0053,inDrop4,delta
human4_lib3.final_cell_0054,inDrop4,ductal
human4_lib3.final_cell_0055,inDrop4,ductal
human4_lib3.final_cell_0056,inDrop4,delta
human4_lib3.final_cell_0057,inDrop4,ductal
human4_lib3.final_cell_0058,inDrop4,delta
human4_lib3.final_cell_0059,inDrop4,activated_stellate
human4_lib3.final_cell_0060,inDrop4,alpha
human4_lib3.final_cell_0061,inDrop4,beta
