"Cell","batch","cell_type","ExpLibSize"
"Cell1795","Batch2","Group3",76388.5997509399
"Cell1796","Batch2","Group1",62391.1024165785
"Cell1797","Batch2","Group1",54424.2891555316
"Cell1798","Batch2","Group4",58696.4398408594
"Cell1799","Batch2","Group4",55168.0755824849
"Cell1800","Batch2","Group1",49910.9664170157
"Cell1801","Batch2","Group1",84416.0698714976
"Cell1802","Batch2","Group3",69253.2036712146
"Cell1803","Batch2","Group4",71315.6716742335
"Cell1804","Batch2","Group1",73198.5994151005
"Cell1805","Batch2","Group3",46196.3159185771
"Cell1806","Batch2","Group4",58263.8026558104
"Cell1807","Batch2","Group1",59563.3347237313
"Cell1808","Batch2","Group1",58266.3796210591
"Cell1809","Batch2","Group2",69655.730197804
"Cell1810","Batch2","Group1",77236.0233662045
"Cell1811","Batch2","Group3",54049.3562160418
"Cell1812","Batch2","Group2",55290.2997657244
"Cell1813","Batch2","Group3",72392.6511095286
"Cell1814","Batch2","Group3",59866.4096000733
"Cell1815","Batch2","Group2",46178.9082031449
"Cell1816","Batch2","Group4",55476.238587908
"Cell1817","Batch2","Group3",60367.3022501177
"Cell1818","Batch2","Group2",58516.6300621631
"Cell1819","Batch2","Group2",45564.7489757667
"Cell1820","Batch2","Group3",64276.2988615124
"Cell1821","Batch2","Group2",63969.1484434277
"Cell1822","Batch2","Group2",48824.0466431941
"Cell1823","Batch2","Group3",67246.7629731741
"Cell1824","Batch2","Group4",63930.2021626368
"Cell1825","Batch2","Group4",55685.5442156802
"Cell1826","Batch2","Group3",52775.1838426973
"Cell1827","Batch2","Group1",64929.759769487
"Cell1828","Batch2","Group4",72589.9351352328
"Cell1829","Batch2","Group3",42133.813446479
"Cell1830","Batch2","Group1",63443.2109402029
"Cell1831","Batch2","Group2",72003.8546524948
"Cell1832","Batch2","Group2",49466.6798127118
"Cell1833","Batch2","Group3",53526.8462328553
"Cell1834","Batch2","Group2",65065.5613812255
"Cell1835","Batch2","Group2",54835.1312075134
"Cell1836","Batch2","Group3",66985.3875977162
"Cell1837","Batch2","Group2",64237.744789366
"Cell1838","Batch2","Group4",59419.1528844615
"Cell1839","Batch2","Group2",60013.6782623129
"Cell1840","Batch2","Group1",48202.330101062
"Cell1841","Batch2","Group4",49789.818680167
"Cell1842","Batch2","Group4",63684.9862477415
"Cell1843","Batch2","Group2",61006.050409
"Cell1844","Batch2","Group3",48326.3627222012
"Cell1845","Batch2","Group2",46509.3623175714
"Cell1846","Batch2","Group2",59085.8941765061
"Cell1847","Batch2","Group3",54362.0769972086
"Cell1848","Batch2","Group2",62114.257431266
"Cell1849","Batch2","Group1",55508.8347527437
"Cell1850","Batch2","Group4",44821.5538296462
"Cell1851","Batch2","Group1",50482.1617693983
"Cell1852","Batch2","Group2",44084.6862927447
"Cell1853","Batch2","Group2",90468.5448379352
"Cell1854","Batch2","Group3",68212.1107257856
"Cell1855","Batch2","Group2",70751.144319967
"Cell1856","Batch2","Group3",61586.8851290163
"Cell1857","Batch2","Group1",43704.6440522482
"Cell1858","Batch2","Group1",54096.9210095722
"Cell1859","Batch2","Group1",45314.104803182
"Cell1860","Batch2","Group3",53758.8926368011
"Cell1861","Batch2","Group4",56462.8228355641
"Cell1862","Batch2","Group2",58577.4940437152
"Cell1863","Batch2","Group2",71166.4521283756
"Cell1864","Batch2","Group1",56061.7175539104
"Cell1865","Batch2","Group1",50125.280784588
"Cell1866","Batch2","Group4",62624.1339649001
"Cell1867","Batch2","Group1",53649.8030111175
"Cell1868","Batch2","Group2",70223.1002300897
"Cell1869","Batch2","Group4",67414.5004531307
"Cell1870","Batch2","Group1",53406.4442383144
"Cell1871","Batch2","Group1",59925.3339585589
"Cell1872","Batch2","Group3",50790.7327181015
"Cell1873","Batch2","Group2",83327.2823732387
"Cell1874","Batch2","Group3",45783.1224365455
"Cell1875","Batch2","Group2",68632.8004350812
"Cell1876","Batch2","Group3",50778.0800601179
"Cell1877","Batch2","Group2",66144.1507952926
"Cell1878","Batch2","Group3",56481.5456477603
"Cell1879","Batch2","Group4",63874.6736540019
"Cell1880","Batch2","Group3",61905.623414045
"Cell1881","Batch2","Group2",67073.3003270807
"Cell1882","Batch2","Group2",47205.2629033636
"Cell1883","Batch2","Group2",53788.4146726054
"Cell1884","Batch2","Group3",63659.998742736
"Cell1885","Batch2","Group4",71343.5006391719
"Cell1886","Batch2","Group2",70259.1779889644
"Cell1887","Batch2","Group4",85425.0802268455
"Cell1888","Batch2","Group3",65183.0553642744
"Cell1889","Batch2","Group4",45012.0793899493
"Cell1890","Batch2","Group3",41602.8086154562
"Cell1891","Batch2","Group2",86668.148883411
"Cell1892","Batch2","Group3",53558.6367959071
"Cell1893","Batch2","Group2",66700.1941910511
"Cell1894","Batch2","Group1",49366.0471681087
"Cell1895","Batch2","Group1",56083.7837280854
"Cell1896","Batch2","Group1",65298.250114854
"Cell1897","Batch2","Group4",80077.0466669628
"Cell1898","Batch2","Group3",73378.8019507557
"Cell1899","Batch2","Group3",46827.8095020622
"Cell1900","Batch2","Group2",68538.1447587638
"Cell1901","Batch2","Group3",74542.3250955099
"Cell1902","Batch2","Group1",73940.9770705474
"Cell1903","Batch2","Group1",56920.002890372
"Cell1904","Batch2","Group2",64452.3631107368
"Cell1905","Batch2","Group3",62136.7009891234
"Cell1906","Batch2","Group1",63556.9637700615
"Cell1907","Batch2","Group4",49549.1074171999
"Cell1908","Batch2","Group1",74138.1636093314
"Cell1909","Batch2","Group2",43890.7307752989
"Cell1910","Batch2","Group2",66752.4834180368
"Cell1911","Batch2","Group1",44450.2357486195
"Cell1912","Batch2","Group4",83742.0947727161
"Cell1913","Batch2","Group3",49241.6604732473
"Cell1914","Batch2","Group4",64595.4500557546
"Cell1915","Batch2","Group1",55988.9554693517
"Cell1916","Batch2","Group1",73974.9849617863
"Cell1917","Batch2","Group4",73541.1428100694
"Cell1918","Batch2","Group3",55558.7135928042
"Cell1919","Batch2","Group3",52507.3638646289
"Cell1920","Batch2","Group1",47436.9293798697
"Cell1921","Batch2","Group3",79320.620274831
"Cell1922","Batch2","Group4",59054.3463771669
"Cell1923","Batch2","Group4",54714.2788628531
"Cell1924","Batch2","Group4",58639.9441158462
"Cell1925","Batch2","Group3",58107.5123156668
"Cell1926","Batch2","Group2",52990.1219315822
"Cell1927","Batch2","Group2",55992.2227987238
"Cell1928","Batch2","Group3",53975.1492437109
"Cell1929","Batch2","Group3",76796.2225247638
"Cell1930","Batch2","Group4",74122.6701643328
"Cell1931","Batch2","Group4",52579.0569861207
"Cell1932","Batch2","Group3",74691.532521674
"Cell1933","Batch2","Group4",38262.9215298287
"Cell1934","Batch2","Group2",64908.003576667
"Cell1935","Batch2","Group3",51405.0765809488
"Cell1936","Batch2","Group3",47078.2365497295
"Cell1937","Batch2","Group1",78981.7227805015
"Cell1938","Batch2","Group2",70394.6395815016
"Cell1939","Batch2","Group4",56202.9950641901
"Cell1940","Batch2","Group2",66404.3366505982
"Cell1941","Batch2","Group4",59559.8994279899
"Cell1942","Batch2","Group4",45901.3656602164
"Cell1943","Batch2","Group4",49182.2157624202
"Cell1944","Batch2","Group2",37329.192689624
"Cell1945","Batch2","Group3",55741.8011447183
"Cell1946","Batch2","Group2",38365.2114006805
"Cell1947","Batch2","Group3",64453.6948749477
"Cell1948","Batch2","Group4",70774.2764320021
"Cell1949","Batch2","Group3",79106.5716622352
"Cell1950","Batch2","Group1",40504.8859821617
"Cell1951","Batch2","Group4",53935.9832098046
"Cell1952","Batch2","Group2",84267.6154538884
"Cell1953","Batch2","Group3",64723.0153381651
"Cell1954","Batch2","Group1",57561.362793205
"Cell1955","Batch2","Group4",60019.1879141696
"Cell1956","Batch2","Group2",63829.8427779788
"Cell1957","Batch2","Group1",68708.9995236503
"Cell1958","Batch2","Group2",85959.9629872508
"Cell1959","Batch2","Group4",72138.2056310377
"Cell1960","Batch2","Group4",52280.3112604416
"Cell1961","Batch2","Group4",71500.9885493991
"Cell1962","Batch2","Group1",46122.3385441371
"Cell1963","Batch2","Group3",54058.2530782178
"Cell1964","Batch2","Group3",81673.5681282018
"Cell1965","Batch2","Group4",58658.0958544487
"Cell1966","Batch2","Group2",74210.3134317368
"Cell1967","Batch2","Group1",46388.9773325352
"Cell1968","Batch2","Group1",56206.5789794204
"Cell1969","Batch2","Group2",61701.1491595194
"Cell1970","Batch2","Group1",39297.7676819609
"Cell1971","Batch2","Group4",63834.5698600828
"Cell1972","Batch2","Group3",65904.6317164076
"Cell1973","Batch2","Group4",61816.6883541385
"Cell1974","Batch2","Group2",47391.9975016588
"Cell1975","Batch2","Group2",63478.0948826994
"Cell1976","Batch2","Group4",52626.7155951791
"Cell1977","Batch2","Group3",70553.561617174
"Cell1978","Batch2","Group2",63371.4801867948
"Cell1979","Batch2","Group3",60847.50086478
"Cell1980","Batch2","Group3",66763.658258867
"Cell1981","Batch2","Group3",61342.7052436817
"Cell1982","Batch2","Group4",76372.6721298712
"Cell1983","Batch2","Group4",40361.0082710154
"Cell1984","Batch2","Group3",58835.2543742247
"Cell1985","Batch2","Group1",61857.4332260944
"Cell1986","Batch2","Group3",59266.2741761288
"Cell1987","Batch2","Group1",67960.3845798047
"Cell1988","Batch2","Group2",73104.3938418177
"Cell1989","Batch2","Group3",60768.4654995309
"Cell1990","Batch2","Group1",52746.1509624277
"Cell1991","Batch2","Group3",51350.9772676197
"Cell1992","Batch2","Group2",51567.7271504098
"Cell1993","Batch2","Group3",43605.0365952258
"Cell1994","Batch2","Group2",53443.5588290555
"Cell1995","Batch2","Group2",84538.128586796
"Cell1996","Batch2","Group3",55615.6272087546
"Cell1997","Batch2","Group4",52575.385600914
"Cell1998","Batch2","Group2",41642.3211417232
"Cell1999","Batch2","Group1",49867.6694464938
"Cell2000","Batch2","Group4",59182.1368905537
"Cell2001","Batch3","Group1",66476.5122635454
"Cell2002","Batch3","Group2",58092.7871589359
"Cell2003","Batch3","Group1",47389.1952646398
"Cell2004","Batch3","Group2",63663.2421885395
"Cell2005","Batch3","Group3",40530.4390970821
"Cell2006","Batch3","Group2",66198.1284549943
"Cell2007","Batch3","Group1",72562.2949308589
"Cell2008","Batch3","Group4",64350.9184002957
"Cell2009","Batch3","Group1",60171.3521444833
"Cell2010","Batch3","Group1",49531.3082369737
"Cell2011","Batch3","Group4",63702.4755823344
"Cell2012","Batch3","Group4",57112.1047514591
"Cell2013","Batch3","Group4",59717.6695434974
"Cell2014","Batch3","Group4",60249.0562524127
"Cell2015","Batch3","Group1",53463.3103949749
"Cell2016","Batch3","Group2",41432.1476843121
"Cell2017","Batch3","Group3",57923.1254241031
"Cell2018","Batch3","Group3",61876.701486673
"Cell2019","Batch3","Group2",71052.7876551478
"Cell2020","Batch3","Group4",83033.6795698236
"Cell2021","Batch3","Group3",46300.9644545877
"Cell2022","Batch3","Group2",57511.3046826065
"Cell2023","Batch3","Group1",38345.328427332
"Cell2024","Batch3","Group2",60037.3630729813
"Cell2025","Batch3","Group1",50448.3624250147
"Cell2026","Batch3","Group1",68184.6070594918
"Cell2027","Batch3","Group1",85941.544844576
"Cell2028","Batch3","Group3",76478.2827231584
"Cell2029","Batch3","Group2",75583.5133744286
"Cell2030","Batch3","Group3",70664.3654116131
"Cell2031","Batch3","Group1",60472.342432984
"Cell2032","Batch3","Group2",59479.153362721
"Cell2033","Batch3","Group2",68809.0096304384
"Cell2034","Batch3","Group1",60911.9103877224
"Cell2035","Batch3","Group1",67076.3915829344
"Cell2036","Batch3","Group2",73577.805826873
"Cell2037","Batch3","Group1",54721.9585628039
"Cell2038","Batch3","Group2",62633.0297667451
"Cell2039","Batch3","Group1",58212.3309125234
"Cell2040","Batch3","Group3",74099.6661720085
"Cell2041","Batch3","Group2",61297.3883899131
"Cell2042","Batch3","Group4",45772.431509351
"Cell2043","Batch3","Group2",50653.9516731703
"Cell2044","Batch3","Group4",70919.1397212875
"Cell2045","Batch3","Group3",60226.3382230758
"Cell2046","Batch3","Group1",73067.8645456951
"Cell2047","Batch3","Group3",52533.0920334075
"Cell2048","Batch3","Group4",79293.9206679894
"Cell2049","Batch3","Group1",77134.7200171431
"Cell2050","Batch3","Group1",54229.6581237151
"Cell2051","Batch3","Group4",60013.1714984349
"Cell2052","Batch3","Group4",56406.0563280619
"Cell2053","Batch3","Group2",67835.0075826181
"Cell2054","Batch3","Group2",71472.7789561826
"Cell2055","Batch3","Group2",72439.1509261948
"Cell2056","Batch3","Group2",64546.1171889859
"Cell2057","Batch3","Group1",68953.9860251933
"Cell2058","Batch3","Group3",42318.3588300222
"Cell2059","Batch3","Group1",74597.9027854613
"Cell2060","Batch3","Group1",74180.4669989524
"Cell2061","Batch3","Group4",66404.4573113059
"Cell2062","Batch3","Group2",66526.083558781
"Cell2063","Batch3","Group4",57012.7144600364
"Cell2064","Batch3","Group1",40779.9589342502
"Cell2065","Batch3","Group2",37060.9534538326
"Cell2066","Batch3","Group3",40148.6778488079
"Cell2067","Batch3","Group2",46633.2773360797
"Cell2068","Batch3","Group3",66832.9782116474
"Cell2069","Batch3","Group2",49470.9472043967
"Cell2070","Batch3","Group2",44270.2952187766
"Cell2071","Batch3","Group2",59889.3617466486
"Cell2072","Batch3","Group2",52017.2250741239
"Cell2073","Batch3","Group2",90468.5355717692
"Cell2074","Batch3","Group1",57728.6816629234
"Cell2075","Batch3","Group4",41838.8261356864
"Cell2076","Batch3","Group3",57618.6799991883
"Cell2077","Batch3","Group2",62781.6791870339
"Cell2078","Batch3","Group1",62544.611045195
"Cell2079","Batch3","Group2",58178.706994921
"Cell2080","Batch3","Group3",45235.690841307
"Cell2081","Batch3","Group3",59647.629916691
"Cell2082","Batch3","Group4",52605.3507273333
"Cell2083","Batch3","Group1",88648.9915462577
"Cell2084","Batch3","Group2",37918.6237314903
"Cell2085","Batch3","Group3",57085.6838101746
"Cell2086","Batch3","Group4",74284.9379309655
"Cell2087","Batch3","Group2",66875.4810723277
"Cell2088","Batch3","Group2",62455.0233373026
"Cell2089","Batch3","Group4",54995.4384455879
"Cell2090","Batch3","Group1",74614.227485612
"Cell2091","Batch3","Group4",59273.1068849694
"Cell2092","Batch3","Group2",74467.9379001622
"Cell2093","Batch3","Group3",67016.0353401169
"Cell2094","Batch3","Group2",46233.7245952513
"Cell2095","Batch3","Group1",79322.3141425123
"Cell2096","Batch3","Group2",72935.6704071847
"Cell2097","Batch3","Group2",90870.2659853052
"Cell2098","Batch3","Group3",58156.5794517396
"Cell2099","Batch3","Group2",51367.743858595
"Cell2100","Batch3","Group3",72055.7937048961
"Cell2101","Batch3","Group1",74454.4196688112
"Cell2102","Batch3","Group1",71769.7424207879
"Cell2103","Batch3","Group4",81237.9779417298
"Cell2104","Batch3","Group4",51597.046473282
"Cell2105","Batch3","Group4",80259.6728665817
"Cell2106","Batch3","Group2",62121.2455686043
"Cell2107","Batch3","Group1",45365.2236344202
"Cell2108","Batch3","Group1",45479.1961977119
"Cell2109","Batch3","Group4",52788.8325328582
"Cell2110","Batch3","Group4",56596.8532963023
"Cell2111","Batch3","Group3",66422.6917357748
"Cell2112","Batch3","Group1",57886.9965756716
"Cell2113","Batch3","Group3",51035.318891282
"Cell2114","Batch3","Group2",54824.0610399014
"Cell2115","Batch3","Group1",47692.0814223731
"Cell2116","Batch3","Group3",37600.2976889511
"Cell2117","Batch3","Group2",41512.1898699762
"Cell2118","Batch3","Group3",53328.2093044161
"Cell2119","Batch3","Group4",62859.8397035916
"Cell2120","Batch3","Group4",51098.9993919339
"Cell2121","Batch3","Group2",39052.9477299981
"Cell2122","Batch3","Group4",64482.5248803985
"Cell2123","Batch3","Group1",52646.7907484817
"Cell2124","Batch3","Group1",72322.9137175258
"Cell2125","Batch3","Group1",56787.8807402727
"Cell2126","Batch3","Group1",40534.9938653281
"Cell2127","Batch3","Group1",47769.3529774648
"Cell2128","Batch3","Group3",68255.6714239903
"Cell2129","Batch3","Group3",94551.6979153101
"Cell2130","Batch3","Group2",73420.1817436371
"Cell2131","Batch3","Group4",45241.7211767892
"Cell2132","Batch3","Group1",35775.8607616217
"Cell2133","Batch3","Group3",82933.8176368075
"Cell2134","Batch3","Group2",46378.1426994583
"Cell2135","Batch3","Group2",66677.5562073568
"Cell2136","Batch3","Group3",52222.2269107279
"Cell2137","Batch3","Group4",53800.0477540578
"Cell2138","Batch3","Group2",40993.1679515786
"Cell2139","Batch3","Group1",60881.6191631206
"Cell2140","Batch3","Group4",57683.8351862028
"Cell2141","Batch3","Group1",74756.3837977659
"Cell2142","Batch3","Group3",53106.7884057693
"Cell2143","Batch3","Group2",59515.4588374376
"Cell2144","Batch3","Group1",68226.1034425385
"Cell2145","Batch3","Group2",72080.1214887958
"Cell2146","Batch3","Group1",44766.6964417154
"Cell2147","Batch3","Group3",54409.3747950654
"Cell2148","Batch3","Group1",46416.9329656577
"Cell2149","Batch3","Group2",71490.3263774276
"Cell2150","Batch3","Group1",52847.7095639798
"Cell2151","Batch3","Group4",56161.369046766
"Cell2152","Batch3","Group1",43196.7058534571
"Cell2153","Batch3","Group3",44951.1214912475
"Cell2154","Batch3","Group4",70824.9888657649
"Cell2155","Batch3","Group3",53858.9867257096
"Cell2156","Batch3","Group2",61329.9961607339
"Cell2157","Batch3","Group2",60074.7028881079
"Cell2158","Batch3","Group3",45885.1774885979
"Cell2159","Batch3","Group1",73422.5600233921
"Cell2160","Batch3","Group1",62199.3855844904
"Cell2161","Batch3","Group2",79596.5306466417
"Cell2162","Batch3","Group4",49861.8673500287
"Cell2163","Batch3","Group2",54203.282723111
"Cell2164","Batch3","Group1",54634.1600922306
"Cell2165","Batch3","Group2",68543.9528803047
"Cell2166","Batch3","Group4",61059.9409966326
"Cell2167","Batch3","Group4",56278.8761870221
"Cell2168","Batch3","Group1",42709.8265123642
"Cell2169","Batch3","Group3",57260.7103492365
"Cell2170","Batch3","Group3",74671.2474039261
"Cell2171","Batch3","Group3",65753.6665441434
"Cell2172","Batch3","Group4",47033.738284762
"Cell2173","Batch3","Group4",60471.0865171352
"Cell2174","Batch3","Group4",71281.8661417769
"Cell2175","Batch3","Group1",71100.2925680156
"Cell2176","Batch3","Group4",66480.2032860987
"Cell2177","Batch3","Group1",57378.9463996872
"Cell2178","Batch3","Group3",60495.8283052308
"Cell2179","Batch3","Group2",58440.2363774764
"Cell2180","Batch3","Group2",57308.2164825813
"Cell2181","Batch3","Group3",49780.184400008
"Cell2182","Batch3","Group2",66046.2693117202
"Cell2183","Batch3","Group3",50057.4023900335
"Cell2184","Batch3","Group2",79064.1224876093
"Cell2185","Batch3","Group1",58326.8112843931
"Cell2186","Batch3","Group1",57976.0603736477
"Cell2187","Batch3","Group1",59188.8037666901
"Cell2188","Batch3","Group4",51295.8978284366
"Cell2189","Batch3","Group1",69579.7582610242
"Cell2190","Batch3","Group2",46666.2628567559
"Cell2191","Batch3","Group1",56351.8253496806
"Cell2192","Batch3","Group1",54639.545867454
"Cell2193","Batch3","Group2",46004.7560415989
"Cell2194","Batch3","Group1",61380.0166490598
"Cell2195","Batch3","Group2",69866.1028071649
"Cell2196","Batch3","Group2",64260.7094614932
"Cell2197","Batch3","Group2",58354.0443307155
"Cell2198","Batch3","Group4",47963.2581648436
"Cell2199","Batch3","Group3",40887.9136772328
"Cell2200","Batch3","Group1",48514.8753767085
"Cell2201","Batch3","Group4",62914.7955432957
"Cell2202","Batch3","Group3",58611.5928625039
"Cell2203","Batch3","Group4",63248.9602026572
"Cell2204","Batch3","Group3",73316.9198277137
"Cell2205","Batch3","Group2",77723.5917831995
"Cell2206","Batch3","Group1",69957.7106675442
"Cell2207","Batch3","Group3",52552.6431671654
"Cell2208","Batch3","Group1",61033.5571757449
"Cell2209","Batch3","Group4",92923.9077120679
"Cell2210","Batch3","Group2",65924.337485667
"Cell2211","Batch3","Group1",60205.7413676063
"Cell2212","Batch3","Group1",66995.0608709673
"Cell2213","Batch3","Group4",57998.5851425706
"Cell2214","Batch3","Group3",50465.3260656376
"Cell2215","Batch3","Group4",54375.9819361331
"Cell2216","Batch3","Group4",58819.9721375624
"Cell2217","Batch3","Group4",50107.5265811701
"Cell2218","Batch3","Group3",82523.9052479508
"Cell2219","Batch3","Group4",75080.5932636596
"Cell2220","Batch3","Group4",63299.1943409487
"Cell2221","Batch3","Group2",88137.9853968388
"Cell2222","Batch3","Group1",48629.8451259148
"Cell2223","Batch3","Group3",58529.1561691412
"Cell2224","Batch3","Group3",54083.2897747858
"Cell2225","Batch3","Group2",79524.6010318715
"Cell2226","Batch3","Group4",45152.5342378688
"Cell2227","Batch3","Group1",71271.0438326719
"Cell2228","Batch3","Group2",64303.6121914681
"Cell2229","Batch3","Group2",71306.3603518579
"Cell2230","Batch3","Group4",56024.5487523273
"Cell2231","Batch3","Group2",50228.0781992602
"Cell2232","Batch3","Group1",66789.6663947297
"Cell2233","Batch3","Group1",69048.8019980551
"Cell2234","Batch3","Group3",53011.2012316516
"Cell2235","Batch3","Group2",95122.204135984
"Cell2236","Batch3","Group4",39086.8214392143
"Cell2237","Batch3","Group1",59280.7201261458
"Cell2238","Batch3","Group1",75430.1581821642
"Cell2239","Batch3","Group2",51549.4070892454
"Cell2240","Batch3","Group4",62558.5180610861
"Cell2241","Batch3","Group2",67769.6613079577
"Cell2242","Batch3","Group4",59928.5687384987
"Cell2243","Batch3","Group4",48782.7573722026
"Cell2244","Batch3","Group4",74215.7992500816
"Cell2245","Batch3","Group4",67036.9572797921
"Cell2246","Batch3","Group4",44005.572632668
"Cell2247","Batch3","Group4",57294.3545989487
"Cell2248","Batch3","Group1",75922.0113969183
"Cell2249","Batch3","Group3",47289.034407528
"Cell2250","Batch3","Group2",51959.2214225917
"Cell2251","Batch3","Group4",49144.3112363874
"Cell2252","Batch3","Group2",63175.1429484293
"Cell2253","Batch3","Group3",56046.7624275593
"Cell2254","Batch3","Group4",57496.6475243495
"Cell2255","Batch3","Group4",55367.6529791707
"Cell2256","Batch3","Group3",53065.0190701394
"Cell2257","Batch3","Group3",33063.8741682732
"Cell2258","Batch3","Group4",63893.1074584361
"Cell2259","Batch3","Group2",53279.2033756976
"Cell2260","Batch3","Group1",66063.0744944586
"Cell2261","Batch3","Group4",48609.8457838298
"Cell2262","Batch3","Group3",59435.6825647177
"Cell2263","Batch3","Group1",60880.921871005
"Cell2264","Batch3","Group1",51209.1696705466
"Cell2265","Batch3","Group1",50709.969857079
"Cell2266","Batch3","Group4",50210.7538298176
"Cell2267","Batch3","Group3",73506.7172560915
"Cell2268","Batch3","Group3",46118.4039479928
"Cell2269","Batch3","Group4",54531.8741747828
"Cell2270","Batch3","Group3",79374.0632604198
"Cell2271","Batch3","Group2",82989.4917105458
"Cell2272","Batch3","Group3",71562.3843837599
"Cell2273","Batch3","Group2",62735.5020735558
"Cell2274","Batch3","Group3",71860.5449923617
"Cell2275","Batch3","Group3",67622.6297428582
"Cell2276","Batch3","Group4",71171.8113731412
"Cell2277","Batch3","Group4",52327.331505755
"Cell2278","Batch3","Group2",81989.9586084148
"Cell2279","Batch3","Group2",87810.7455676504
"Cell2280","Batch3","Group3",46249.0240069298
"Cell2281","Batch3","Group2",48592.4797803775
"Cell2282","Batch3","Group4",66725.1335560101
"Cell2283","Batch3","Group2",75316.8345530663
"Cell2284","Batch3","Group4",46459.9362819251
"Cell2285","Batch3","Group1",62162.2649416618
"Cell2286","Batch3","Group1",63879.5570924731
"Cell2287","Batch3","Group1",62146.5497617345
"Cell2288","Batch3","Group2",44995.7605660771
"Cell2289","Batch3","Group3",73940.7595729207
"Cell2290","Batch3","Group2",68506.8194678986
"Cell2291","Batch3","Group2",67255.582361648
"Cell2292","Batch3","Group1",64439.1363687946
"Cell2293","Batch3","Group2",62124.4986422291
"Cell2294","Batch3","Group1",52668.6095037699
"Cell2295","Batch3","Group3",75802.404317782
"Cell2296","Batch3","Group2",57883.6439341611
"Cell2297","Batch3","Group3",70584.7837626953
"Cell2298","Batch3","Group3",39884.0353167762
"Cell2299","Batch3","Group1",64352.5524111857
"Cell2300","Batch3","Group2",67138.6115963589
"Cell2301","Batch3","Group2",51404.7782783405
"Cell2302","Batch3","Group4",60502.4020275624
"Cell2303","Batch3","Group1",67208.6452770362
"Cell2304","Batch3","Group2",58808.6581937298
"Cell2305","Batch3","Group1",50729.3614890215
"Cell2306","Batch3","Group3",58175.3870943469
"Cell2307","Batch3","Group4",64997.7612196579
"Cell2308","Batch3","Group2",76881.099387896
"Cell2309","Batch3","Group3",40226.3430549104
"Cell2310","Batch3","Group4",78242.4189399356
"Cell2311","Batch3","Group2",51905.8305936781
"Cell2312","Batch3","Group4",51727.697672132
"Cell2313","Batch3","Group4",66004.709715766
"Cell2314","Batch3","Group3",66518.0433486268
"Cell2315","Batch3","Group4",73271.1082651415
"Cell2316","Batch3","Group2",72118.9015084113
"Cell2317","Batch3","Group3",60829.1300500547
"Cell2318","Batch3","Group4",45761.1017630937
"Cell2319","Batch3","Group3",64577.4653013293
"Cell2320","Batch3","Group4",73831.5026337124
"Cell2321","Batch3","Group1",93286.632593417
"Cell2322","Batch3","Group1",60601.9134930805
"Cell2323","Batch3","Group4",58531.6734245529
"Cell2324","Batch3","Group4",47552.239576647
"Cell2325","Batch3","Group1",85653.0312824492
"Cell2326","Batch3","Group4",60939.4328254389
"Cell2327","Batch3","Group3",50787.0441081182
"Cell2328","Batch3","Group3",67154.9210089531
"Cell2329","Batch3","Group4",80472.6519633872
"Cell2330","Batch3","Group1",64635.6310186003
"Cell2331","Batch3","Group2",52937.9417330806
"Cell2332","Batch3","Group3",68615.958992595
"Cell2333","Batch3","Group2",38590.7335256621
"Cell2334","Batch3","Group4",41973.4654727446
"Cell2335","Batch3","Group2",59932.8620677687
"Cell2336","Batch3","Group2",56876.9955905055
"Cell2337","Batch3","Group2",53953.7204928736
"Cell2338","Batch3","Group4",54616.5476594002
"Cell2339","Batch3","Group4",66797.6165715434
"Cell2340","Batch3","Group4",50172.1228169084
"Cell2341","Batch3","Group1",65444.9953055496
"Cell2342","Batch3","Group4",58158.1387397927
"Cell2343","Batch3","Group3",45934.4204762083
"Cell2344","Batch3","Group4",65643.8164716426
"Cell2345","Batch3","Group3",64039.8324277025
"Cell2346","Batch3","Group2",63807.5723368935
"Cell2347","Batch3","Group4",58461.2027203816
"Cell2348","Batch3","Group4",46157.3084514857
"Cell2349","Batch3","Group1",63534.5747399619
"Cell2350","Batch3","Group2",54929.4128286737
"Cell2351","Batch3","Group4",61080.0497375861
"Cell2352","Batch3","Group1",52862.6440693952
"Cell2353","Batch3","Group1",50719.9755262519
"Cell2354","Batch3","Group2",55043.7032132917
"Cell2355","Batch3","Group4",52560.7657502584
"Cell2356","Batch3","Group2",57699.1924564909
"Cell2357","Batch3","Group1",64187.4664483162
"Cell2358","Batch3","Group1",68151.1626979547
"Cell2359","Batch3","Group2",42980.128005781
"Cell2360","Batch3","Group1",54549.7733123116
"Cell2361","Batch3","Group4",80328.263729783
"Cell2362","Batch3","Group4",44655.4768812164
"Cell2363","Batch3","Group2",46819.304219186
"Cell2364","Batch3","Group2",38936.3824932834
"Cell2365","Batch3","Group2",52215.574340046
"Cell2366","Batch3","Group2",84620.8135104725
"Cell2367","Batch3","Group3",51215.8867704407
"Cell2368","Batch3","Group1",66106.9457138521
"Cell2369","Batch3","Group1",64942.8037506104
"Cell2370","Batch3","Group2",62553.9829830949
"Cell2371","Batch3","Group1",72207.2096483753
"Cell2372","Batch3","Group4",54946.6763379
"Cell2373","Batch3","Group2",60894.8255437526
"Cell2374","Batch3","Group2",45934.273973967
"Cell2375","Batch3","Group1",80330.160346941
"Cell2376","Batch3","Group3",41965.1329220934
"Cell2377","Batch3","Group3",57410.8365650301
"Cell2378","Batch3","Group3",56579.0913384682
"Cell2379","Batch3","Group1",50556.7168384618
