cell_id,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63,latent_64
cell_0352,-0.08977753,-0.11928147,-0.10302771,-0.0533272,-0.18526335,0.042889085,0.10531827,0.1458126,0.0601799,-0.0251172,0.07594634,0.0570243,0.078031145,0.027999865,0.337963,-0.097065695,0.08184908,-0.058209676,-0.057191826,0.32173893,0.030405268,0.043527912,0.071523756,-0.083859704,0.018401297,0.032342672,0.11787585,-0.15037027,0.051248983,0.0531062,-0.13506772,0.06545694,-0.0857101,0.1749636,0.10160785,-0.083847634,0.086184904,0.05793395,-0.27085152,0.23689084,0.10074859,-0.10270955,-0.14248814,-0.1949789,0.013092075,-0.16656429,0.08933285,0.12734923,-0.15426433,0.11521071,-0.022231875,0.021570627,-0.15740977,-0.11153815,0.14232463,0.027665762,-0.11602193,0.19657078,0.13209677,0.14635359,0.17264107,-0.044512972,-0.082580596,0.041124474
cell_0353,-0.16501106,-0.12664764,-0.1149513,-0.054619614,-0.20000479,0.1144296,0.10889041,0.09293647,0.06283328,0.026195494,0.043095056,0.060927033,0.10338897,-0.051024172,0.30734044,-0.11490294,0.013269988,-0.05098906,-0.15782598,0.26833174,-0.009871443,0.0020830473,0.07166307,-0.03980554,-0.0026359805,0.07081086,0.0993186,-0.15926456,0.06928321,0.1311498,-0.23115852,0.006005433,-0.113924704,0.19509168,0.041389335,-0.10023083,0.13410829,0.09335267,-0.18305713,0.22625834,0.05374245,-0.092816636,-0.17412943,-0.13055149,-0.032283194,-0.18749616,0.072268166,0.14876327,-0.16950518,0.11764649,-0.056200653,0.06751486,-0.13866454,-0.1316759,0.06538654,0.08023649,-0.08899461,0.13150594,0.1056668,0.19221513,0.1131655,-0.05153516,-0.17364302,-0.020693908
cell_0354,-0.13926505,-0.08773928,-0.032282233,-0.054696582,-0.19385745,0.0758793,0.12560706,0.096170716,0.11377219,0.0401285,0.12210741,-0.06524408,-0.003044499,-0.06353753,0.29018164,-0.131413,-0.039331783,0.014050099,-0.12394266,0.30957264,-0.07749149,0.05192108,0.08936522,-0.12743668,0.016966738,0.030637307,-0.0068981657,-0.13016376,0.080805115,0.12119258,-0.2085358,0.054244082,-0.086392805,0.22137162,0.13155718,-0.11850363,0.14820555,0.13551809,-0.12785979,0.19418594,0.068345144,-0.09619441,-0.053729948,-0.1787259,-0.027596287,-0.110446624,0.047403514,0.09784688,-0.15350044,0.059410848,-0.07048176,0.08411573,-0.10782726,-0.08538019,0.15971644,-0.007953615,-0.011009866,0.122297235,0.17402339,0.19929732,0.067783915,-0.18156795,-0.25864875,-0.025038522
cell_0355,-0.09700023,-0.119786285,-0.15139076,-0.018026993,-0.053174797,0.11829781,0.098710775,0.07082337,0.0358551,0.07236619,0.11492677,0.096762076,0.06009067,0.05374148,0.2974957,-0.11744124,0.16180663,-0.08005924,-0.081930116,0.28235662,0.057918537,-0.015681922,0.05486844,-0.07686083,0.003844062,0.08079729,0.13621524,-0.12800011,-0.00991101,-0.0020833628,-0.16271119,0.16111809,-0.1341574,0.16786674,0.10022725,-0.0927181,-0.060010858,0.07901395,-0.28430468,0.25219336,0.09873412,-0.110814616,-0.1487607,-0.19228171,-0.06506078,-0.181673,0.10294357,0.066604145,-0.13847183,0.19855481,-0.07446883,0.029953975,-0.1284693,-0.2355689,0.17095394,0.0078618415,-0.031164812,0.06702808,0.10348963,0.035481025,0.08353255,0.0259964,-0.11213524,-0.038463265
cell_0356,0.0031985762,-0.037886385,-0.037292052,0.004292595,-0.16489546,0.14415231,0.0060107852,0.14940746,0.09261377,0.049028534,-0.001821758,0.15170541,-0.04103911,-0.06773413,0.3202953,-0.12689993,0.15975067,-0.08970293,0.053320266,0.3339737,-0.032049637,0.06548383,0.040968236,-0.0029963495,-0.022606354,-0.025397984,0.043524608,-0.18879274,0.041915867,0.10160628,-0.054530073,0.044262033,-0.09251432,0.21704613,0.090832576,-0.032600522,-0.068673186,0.14628123,-0.1894074,0.22731961,-0.016888838,-0.066036046,-0.16477875,-0.25316647,-0.026975159,-0.14559206,0.08379902,0.044541325,-0.12508544,0.27842033,-0.03996007,0.09560805,-0.0704793,-0.16567974,0.12104995,0.024814116,-0.06435915,0.24497153,0.100407325,0.06595193,0.05484114,0.008394021,-0.13524036,-0.013682598
cell_0357,-0.15045829,-0.16890134,-0.058815148,-0.12756689,-0.12101826,0.17668901,0.14330272,0.019054987,0.09371309,0.044789214,0.025240134,0.084543854,0.13031515,-0.07853263,0.2720291,-0.16442968,0.012680397,0.04483007,-0.21939187,0.2767763,0.05700601,0.047776207,0.091120735,-0.03486065,0.018332027,0.063631915,0.07821528,-0.11299436,0.04291192,0.11493662,-0.21589893,-0.015688304,-0.12127154,0.21869853,0.06501104,-0.13372482,0.037351247,0.10240848,-0.17258097,0.17717026,-0.012492926,-0.13829897,-0.1440671,-0.14528358,0.0137127545,-0.110384926,0.04179886,0.07211192,-0.097801134,0.14186168,-0.05081504,0.088106975,-0.18482535,-0.13228375,0.07326515,0.043752037,-0.051415343,0.19848385,0.17122659,0.10594248,0.12862267,-0.12906182,-0.1943504,-0.04174936
cell_0358,-0.14722714,-0.051535264,-0.15143016,-0.16272153,-0.040173575,0.0343761,0.16021636,0.03753861,0.112651095,-0.018933415,0.0014867636,0.05041794,0.04204659,-0.030680066,0.32839707,-0.14246476,0.02325922,-0.05481091,-0.105839044,0.23331071,-0.034464028,-0.0055037346,0.023907235,-0.0603539,0.088476755,0.0043619666,0.17162187,-0.1434935,0.06797725,0.002687595,-0.21626782,0.10183994,-0.06635584,0.102097064,0.064283304,-0.034956727,0.122377545,0.100091085,-0.21180207,0.2004265,0.03541804,-0.15074709,-0.12153003,-0.23390394,-0.017108142,-0.20394707,0.15356754,0.04746446,-0.19369797,0.07973394,-0.08767983,0.016296994,-0.25934994,-0.071359076,0.10807263,0.06310828,-0.09252366,0.1592115,0.16942318,0.08192119,0.19572893,-0.10791731,-0.05885849,-0.041051816
cell_0359,-0.08648066,-0.11556714,-0.025351804,-0.083229266,-0.24343535,0.08881407,0.055888966,0.05431776,0.1312988,0.05261562,0.028123472,0.025175681,0.018050151,-0.037821107,0.26191783,-0.12513016,0.05186223,-0.0041295215,-0.09243163,0.34864178,-0.0030180989,0.09752361,0.09286726,-0.10217995,0.01052081,0.0019382716,0.074083306,-0.18917076,0.042360295,0.1036235,-0.13021107,0.081886865,-0.122767985,0.20440596,0.093719,-0.11328701,-0.029013066,0.14614487,-0.14329886,0.2261822,0.03873178,-0.100837454,-0.13157901,-0.21858723,-0.01179103,-0.030184563,0.022885943,0.16366626,-0.11907162,0.1284527,-0.07658842,0.15420975,-0.09709832,-0.09994839,0.12402892,0.03725521,-0.031740766,0.229379,0.10922632,0.1587843,0.09401869,-0.13303167,-0.24497965,-0.02532371
cell_0360,-0.21891122,-0.13839762,-0.0071035204,-0.09716413,-0.17476086,0.1246272,0.054609265,0.051655505,0.07090103,0.06703082,0.050007023,0.021152193,0.10330396,0.028024545,0.27761337,-0.13240078,0.058325324,-0.033386614,-0.056926515,0.25181082,0.05930071,-0.0059341774,0.06928208,-0.044346184,-0.039268702,0.058343135,0.09485382,-0.1246003,0.019241387,0.045010414,-0.17851092,0.04044728,-0.17265132,0.16648895,0.039374653,-0.13041273,0.100940965,0.107187726,-0.21843328,0.16695239,0.088594556,-0.075592995,-0.18944632,-0.16802302,0.0334544,-0.13795517,0.055546753,0.14446007,-0.11953134,0.1799436,-0.033529233,0.06379006,-0.20923829,-0.09795966,0.02534174,0.13486703,-0.1277397,0.24797244,0.116419144,0.15456083,0.15017533,-0.06599488,-0.20103602,-0.06746566
cell_0361,-0.10494746,-0.110486984,-0.07363314,-0.1069326,-0.1390507,0.10787539,0.036978997,0.108714454,0.09003769,-0.020823468,0.13611013,0.09814721,0.13478573,-0.018264249,0.27733564,-0.14920507,0.08355975,-0.06665167,-0.16928542,0.26276034,-0.005372526,-0.04959692,0.10030421,-0.039346486,-0.005406324,0.11798187,0.15086529,-0.10037967,0.062003084,-0.0042960034,-0.16017142,0.09675497,-0.098790556,0.16293287,0.04298909,-0.16656843,0.021436568,0.075527504,-0.17698403,0.22868092,0.13552566,-0.14270578,-0.1434216,-0.19374467,-0.028289473,-0.17169705,0.13703997,0.17688683,-0.16189481,0.18823731,-0.06959491,0.06266611,-0.12170273,-0.11082772,0.09685589,0.07206214,-0.15490028,0.106619716,0.1404008,0.08737436,0.12041496,-0.08333071,-0.1476495,-0.039926738
cell_0362,-0.12935193,-0.08231406,0.01621869,-0.13300525,-0.1466836,0.16058075,0.0738902,0.027817994,0.1356535,0.06854247,0.016640516,0.062921755,0.10891091,-0.02777147,0.26370314,-0.17896889,0.059976783,-0.04420637,-0.08095527,0.26532573,0.03334131,-0.006189853,0.0659374,-0.094414,-0.02937017,0.020253563,0.1165548,-0.11781991,0.018669061,0.0674484,-0.17865412,0.05602566,-0.17621681,0.19531055,0.12810832,-0.15104325,0.011080187,0.09058342,-0.12825042,0.23014969,0.0062940796,-0.09842828,-0.15726331,-0.16382095,0.05026847,-0.11905902,0.05654988,0.13707815,-0.18098216,0.19625716,-0.041287314,0.08850158,-0.16809772,-0.12368124,0.10719423,0.11473256,-0.10415196,0.22906847,0.11989941,0.096865915,0.16164836,-0.13300951,-0.14917748,-0.09761818
cell_0363,-0.066052064,-0.06953213,-0.059177034,-0.015935307,-0.17144802,0.018170621,0.032353926,0.10283714,0.06929553,-0.003950729,0.10272328,0.061614912,0.0029499324,-0.026128238,0.31943724,-0.11998902,0.07608794,-0.025507588,-0.054942768,0.36795333,0.006516766,0.071221195,-0.014394627,-0.14156386,-0.037565425,-0.010346642,0.07233093,-0.2356,0.07676406,0.108009316,-0.05690887,0.07537175,-0.09460846,0.21022998,0.14144044,-0.10515962,-0.017080234,0.087628,-0.17524856,0.29006308,0.08559013,-0.06934394,-0.085792206,-0.21718773,-0.050882895,-0.13571042,0.030379057,0.07206042,-0.09947128,0.19344905,-0.08794119,0.058537103,-0.09001901,-0.19918321,0.16561423,-0.0039021072,0.010700138,0.22037323,0.12679006,0.09869348,0.046870608,-0.052039776,-0.18544936,0.04638615
cell_0364,-0.114423804,-0.07587892,-0.0590576,-0.047207095,-0.15191744,0.075067624,0.069836386,0.06399298,0.14452618,-0.008281918,0.038922276,0.07380397,0.114499964,-0.022243459,0.25162327,-0.10182638,0.04424672,-0.042701114,-0.09021887,0.22511691,-0.012169716,-0.020115891,0.10615582,-0.110758506,0.030449806,0.06950467,0.102061935,-0.10436026,0.014724277,0.0813277,-0.21391112,0.047482952,-0.15811063,0.13547665,0.09495567,-0.13252768,0.04395244,0.12658854,-0.21472253,0.19643492,0.07165666,-0.112481594,-0.18056838,-0.20748152,0.018159755,-0.17378807,0.07251582,0.19637199,-0.20927367,0.16178176,-0.057396576,0.07461447,-0.19947731,-0.10654863,0.0665822,0.10266116,-0.11555685,0.21547118,0.11447119,0.17148007,0.18100323,-0.11221398,-0.117313996,-0.084941916
cell_0365,-0.1031737,-0.106251694,-0.04813513,-0.046365116,-0.23407847,0.12900494,0.08205534,0.12552677,0.08980975,0.031224722,0.048385024,0.02196851,0.067378834,-0.049807843,0.3109601,-0.13246183,0.08771083,-0.059102338,-0.060940433,0.30996627,-0.015461393,0.037018258,0.06391446,-0.105632186,0.014892821,0.004925265,0.12838817,-0.16716364,0.07965777,0.088442996,-0.16012402,0.04489293,-0.08464461,0.14729844,0.16703726,-0.10174724,0.09567782,0.14051226,-0.22806874,0.28125075,0.07234402,-0.09825248,-0.1383135,-0.20625448,-0.005842384,-0.16029057,0.086104676,0.16377941,-0.14430244,0.08039848,-0.034269966,0.07679248,-0.072664246,-0.14699747,0.08110841,0.028925937,-0.07616008,0.17969543,0.09496458,0.13863501,0.12835443,-0.0318959,-0.12134349,-0.036838003
cell_0366,-0.14020836,-0.12344837,-0.106232196,-0.021262491,-0.21247168,0.048620205,0.051780228,0.07318465,0.07727471,-0.0073175128,0.0643417,0.052141193,0.025018293,-0.006262809,0.29874462,-0.15136823,-0.015963068,0.01880822,-0.0670583,0.23729472,0.020054968,-0.01036046,0.05826151,-0.086612925,-0.024942536,0.051889945,0.14399028,-0.12793852,0.047221653,0.05836354,-0.14850219,0.051075492,-0.08014764,0.16630335,0.07784197,-0.11260436,0.17937914,0.103910156,-0.1937603,0.27259466,0.095946655,-0.16766238,-0.13574317,-0.17359677,-0.008415511,-0.21125089,0.09189227,0.17339684,-0.10079339,0.10354365,-0.039046824,0.06344304,-0.1324245,-0.08224437,0.149488,-0.04018507,-0.0901996,0.17250867,0.1698806,0.23172137,0.15370496,-0.07839001,-0.16409814,0.0021512858
cell_0367,-0.05696444,-0.13108896,-0.079394236,-0.10838089,-0.23506181,0.10706486,0.121581756,0.07408898,0.059006702,0.054065473,0.099359214,0.08197613,0.10381367,0.00093490776,0.2682202,-0.14229155,0.058139715,-0.030232677,-0.06556329,0.36030087,-0.037543602,0.055063613,0.10887618,-0.04170883,-0.044365562,0.09008965,0.06787203,-0.09355073,0.0938518,0.09992915,-0.22870268,0.084402226,-0.07766508,0.2183405,0.030202776,-0.19171327,0.062741816,0.029772844,-0.15921547,0.22789858,0.066555336,-0.07826005,-0.16607264,-0.15791081,-0.012001181,-0.122928254,0.040813334,0.16188365,-0.10509653,0.10474419,-0.05106671,0.15562266,-0.10933599,-0.12323586,0.120887086,0.0403488,-0.09865777,0.14605367,0.12899487,0.14402935,0.1348714,-0.07359954,-0.16141497,-0.02103689
cell_0368,-0.12525436,-0.1317337,-0.06911422,-0.065261394,-0.13328096,0.111999966,0.05507323,0.02805155,0.17685637,0.06852,0.016827669,-0.046596482,0.084009774,-0.078535356,0.28318247,-0.19928987,0.02452846,0.059184685,-0.13810761,0.20874901,-0.044582676,0.013974925,0.0883345,-0.054867566,0.04472322,-0.0031855558,0.07907554,-0.106562525,0.1405505,0.15888663,-0.23179999,-0.044447493,-0.1700125,0.09306801,0.16452101,-0.06327104,0.12671055,0.20816456,-0.15246037,0.20126487,-0.033237696,-0.081979066,-0.1122796,-0.20218267,0.04452976,-0.14503363,0.058646865,0.09809828,-0.069728665,0.070290156,-0.0902347,0.05657412,-0.17044106,-0.065541774,0.12032913,0.086290024,-0.005137382,0.26627833,0.17686814,0.07821876,0.028953798,-0.10941897,-0.23112024,-0.109613426
cell_0369,-0.06415136,-0.05360995,-0.03307679,-0.040568262,-0.17922455,0.11628615,0.13980341,0.12347198,-0.008464318,0.16286862,0.086883545,0.05585774,0.13172601,-0.03575852,0.35087976,-0.116749704,0.018636264,-0.06583111,-0.090063654,0.37244645,-0.028443256,0.052353926,0.11731284,-0.037071593,0.026031416,0.09296404,0.03433486,-0.110490285,0.049918815,0.12392602,-0.13748011,0.090804175,-0.12766756,0.16906679,0.106048234,-0.124680735,0.0866849,0.122783765,-0.1774171,0.18702728,0.002970438,-0.049153563,-0.14324689,-0.20043641,-0.082093515,-0.1297865,0.05450032,0.060713407,-0.11245011,0.16268101,0.0111883115,0.055747446,-0.0937441,-0.17923936,0.103575654,0.012262828,-0.08508814,0.1833375,0.11401637,0.17626289,0.08983796,-0.001322385,-0.19396527,-0.021499606
cell_0370,-0.102314115,-0.108352065,-0.1079198,-0.05381718,-0.15990768,0.08095523,0.13255702,0.026477449,0.16116802,0.05551655,0.030466521,-0.030988125,0.04999862,-0.0072551416,0.29362488,-0.19058798,-0.035576176,0.052097917,-0.06490452,0.24128297,0.0064326026,-0.07673566,0.051029626,-0.1028055,-0.006239061,0.041296147,0.11561397,-0.16557734,0.10270004,0.06985369,-0.22231707,0.04529894,-0.14327851,0.14773744,0.13891098,-0.0030342112,0.14292143,0.13285539,-0.19736284,0.16105263,0.021954332,-0.07291368,-0.12207921,-0.19051035,0.045648016,-0.16909668,0.05064794,0.12494392,-0.13229284,0.040145334,-0.066911,0.05208497,-0.2075654,-0.069260426,0.093096405,0.022687564,-0.08414683,0.2422639,0.2135006,0.15285188,0.09333718,-0.16320115,-0.18062235,-0.07307294
cell_0371,-0.14083734,-0.16433361,-0.124505326,-0.049982935,-0.11135368,0.06562094,0.04229004,0.092664115,0.062095337,-0.05892075,0.0969264,0.088675894,0.15133351,0.044378802,0.35825664,-0.13692223,0.08654443,-0.042318795,-0.057718914,0.26105928,0.023988903,-0.059272405,0.07964617,-0.09094303,-0.0025374698,0.036513183,0.20733029,-0.13536587,0.10363633,0.0068447674,-0.09743211,0.029099341,-0.068747394,0.1149316,0.10145842,-0.15001045,0.056521516,0.06013981,-0.2566334,0.2530029,0.07382695,-0.07900847,-0.15195462,-0.18454517,0.028890103,-0.20930743,0.15733723,0.09187824,-0.13976088,0.12959939,-0.06647037,0.061994284,-0.13043065,-0.120554306,0.111175716,-0.0070346273,-0.091983005,0.15507306,0.13403961,0.1588982,0.1518515,-0.048980556,-0.0643563,-0.017816637
cell_0372,-0.061703645,-0.07884186,-0.06406089,-0.09054447,-0.12102,0.022184372,0.024886992,0.030688409,0.16738544,-0.02928644,0.090814546,-0.010048347,0.08624981,-0.0097106695,0.24891327,-0.1396419,0.06825731,-0.06376977,-0.06619203,0.27283096,-0.032353356,-0.030421415,0.077421986,-0.14176401,0.037537485,0.0769675,0.07495927,-0.11703213,0.058382776,0.052091878,-0.2200185,0.092261575,-0.13483565,0.1881212,0.04117229,-0.13528626,0.041423824,0.20546369,-0.1845655,0.23365891,0.045605704,-0.11558676,-0.11385979,-0.2210487,0.03929059,-0.15391688,0.07791504,0.15372917,-0.1449111,0.18704207,-0.04925974,0.07995309,-0.15281346,-0.1410967,0.09803258,0.044200826,-0.0757845,0.17543842,0.13581409,0.17481717,0.09738135,-0.1538778,-0.1884946,-0.13134207
cell_0373,-0.024356563,-0.08216297,-0.1227894,-0.05318693,-0.20761563,0.11182555,0.105210915,0.16818717,0.058466926,0.027825423,0.121450916,0.09307692,0.067611106,0.047418945,0.29930967,-0.08604811,0.08922825,-0.05867829,-0.074161135,0.33399335,-0.02640506,0.013187396,0.1241004,-0.06895864,-0.0011084438,0.047804397,0.0775074,-0.17701975,0.065612346,0.042099442,-0.124413185,0.11982662,-0.06665723,0.16887297,0.14015208,-0.10057603,0.023935968,0.06048036,-0.19155866,0.2540921,0.083633795,-0.13757274,-0.13851571,-0.20855899,-0.063261084,-0.1236603,0.097546384,0.15962356,-0.13883309,0.10454132,-0.020912422,0.0576106,-0.09008082,-0.15704156,0.14372557,0.02944743,-0.08250703,0.19719142,0.14856116,0.1345392,0.13889015,-0.04079951,-0.12902026,0.022672003
cell_0374,-0.12634315,-0.1881576,-0.07266996,-0.116363704,-0.18176161,0.11532065,0.16553126,0.13381872,0.051732622,0.008154767,0.07200845,0.120082475,0.032541122,0.048573103,0.27057064,-0.13257486,0.090696745,-0.092661485,-0.12106278,0.2667005,0.014508066,0.062356185,0.1287626,-0.10837547,-0.01334281,0.070767246,0.055785455,-0.13037555,-0.0049989554,0.07411497,-0.2279722,0.07224149,-0.084447555,0.1732627,0.11316302,-0.07770577,0.07289729,0.050614227,-0.18445496,0.20777409,0.095255695,-0.14130887,-0.19660139,-0.12965414,0.02975625,-0.13437612,0.060898095,0.16547188,-0.0897737,0.13995844,-0.025744872,0.102695145,-0.16039872,-0.12981167,0.0865987,0.062082857,-0.13439657,0.18222444,0.10467377,0.15892926,0.16326778,-0.021794325,-0.121562235,-0.028471453
cell_0375,-0.09919132,-0.08010842,-0.05012482,-0.14441937,-0.13950974,0.107737534,0.122064546,0.04752253,0.14658374,0.021780923,0.056028493,0.04608783,0.011703482,-0.01324752,0.25513023,-0.13594937,0.042529583,-0.05165765,-0.137492,0.32917884,-0.0016492245,0.065841794,0.09199984,-0.035276517,0.039736114,0.030119855,0.017873624,-0.1500217,0.08719879,0.050366025,-0.18314968,0.06975724,-0.15609317,0.18450318,0.05898004,-0.055469483,0.057908073,0.14092241,-0.17465551,0.16665205,-0.045734257,-0.05919466,-0.10020153,-0.18240096,-0.04306879,-0.1292848,0.042158242,0.018542945,-0.15578383,0.15572347,-0.11108884,0.12456912,-0.18438917,-0.08815974,0.10045457,0.0799905,-0.09363723,0.23627089,0.20986769,0.08555424,0.03412803,-0.16363737,-0.28984547,-0.052838888
cell_0376,-0.16788843,-0.14271206,-0.08383786,-0.1345042,-0.15695487,0.14960197,0.111588426,0.099255495,0.043670498,0.002128758,0.102302514,0.14174071,0.061164174,0.026324293,0.2845134,-0.1412848,0.096047185,-0.08027589,-0.14342102,0.2837795,0.0018424031,0.009815371,0.10488717,-0.07282504,-0.027934363,0.07176712,0.086808465,-0.107036926,0.013676743,0.028843135,-0.2115697,0.10025335,-0.07450322,0.20206723,0.08095642,-0.16193745,0.029806195,0.00692424,-0.17881942,0.23225614,0.1034789,-0.14644925,-0.1793385,-0.13704802,-0.024940906,-0.13148308,0.0990474,0.11551152,-0.12507176,0.17379598,-0.023637377,0.06301034,-0.16671893,-0.124766484,0.081699334,0.06350174,-0.12028539,0.13692504,0.12613551,0.115477405,0.19189605,-0.044164017,-0.09615456,-0.012661627
cell_0377,-0.098366104,-0.17052607,-0.07504891,-0.1455856,-0.19212055,0.13456252,0.08035103,0.136624,0.08301228,0.032655265,0.09696213,0.11231374,-0.028237028,-0.06332294,0.2872183,-0.11038687,0.04800288,-0.059857085,-0.12467045,0.30395618,-0.014669921,0.079874314,0.01954293,-0.11287868,-0.035200167,0.04191038,0.081414245,-0.24003673,-0.031038113,0.02181249,-0.14588599,0.14993456,-0.03451942,0.17265244,0.117052846,-0.14690425,-0.051598385,0.018160434,-0.24049462,0.25263712,0.12669632,-0.13029183,-0.14740331,-0.13890418,-0.11484906,-0.1271382,0.062583454,0.08271515,-0.1635659,0.16644779,-0.027576111,0.05610319,-0.039824452,-0.18635744,0.109751076,0.016042396,-0.021425268,0.12178393,0.10430961,0.07627563,0.16694419,-0.036129482,-0.07298734,-0.016087802
cell_0378,-0.1383665,-0.14108562,-0.031754587,-0.08603747,-0.17690721,0.122635566,0.06172358,0.0038985487,0.12084274,0.038538158,-0.0038934916,0.021409882,0.033156205,-0.05369581,0.33924094,-0.077046774,0.079171866,-0.04266856,-0.15669194,0.34282324,-0.03806478,0.043444563,0.05941042,-0.052974764,0.057104513,0.023659114,0.029930422,-0.20582908,0.05948179,0.045778558,-0.16659057,0.044957343,-0.10240305,0.15779583,0.05777431,-0.06978622,0.051354077,0.10222719,-0.29496932,0.13052332,0.08089668,-0.07567548,-0.18232559,-0.1955642,-0.032476738,-0.19102955,0.05477426,0.07716533,-0.15869328,0.16907321,-0.08540314,0.16022609,-0.15721132,-0.091049545,0.060631193,0.07583257,0.011599265,0.20995627,0.13855372,0.10075316,0.040447287,-0.072721586,-0.1334189,-0.006317706
cell_0379,-0.14834659,-0.13085683,-0.084341384,-0.06395254,-0.13565436,0.02904236,0.082880855,0.08073637,0.08832715,-0.029014727,0.11679162,0.08476068,0.12593366,0.051114082,0.2888253,-0.1086543,0.087490775,-0.0011049205,-0.09298628,0.31975913,0.046349976,-0.0068778163,0.088143766,-0.086367615,0.010291647,0.022250284,0.12308483,-0.148957,0.062440533,0.032851357,-0.12614994,0.05518943,-0.1315394,0.14074269,0.044953793,-0.10763807,0.059053626,0.08004385,-0.20426126,0.21787503,0.060027886,-0.14155874,-0.18096201,-0.17006157,0.017599013,-0.15107398,0.113612965,0.14286518,-0.17506145,0.14410144,-0.06257119,0.11609922,-0.19284941,-0.09001153,0.12433634,0.035158187,-0.10266162,0.20270173,0.15443937,0.16528876,0.14289677,-0.08605208,-0.1453785,-0.043572005
cell_0380,-0.07171629,-0.13395812,-0.077311136,-0.1053832,-0.15229754,0.1247322,0.047472425,0.13833973,0.14234176,-0.007349302,0.113201745,0.07553379,0.046678573,-0.010390862,0.25598428,-0.10070284,0.1539472,-0.10713523,-0.013344932,0.30361494,-0.01650044,0.0181597,0.07771997,-0.08524735,1.8162373e-05,0.06423639,0.045087304,-0.12208205,-0.053813078,0.07339781,-0.20709589,0.1419963,-0.10606615,0.18308073,0.0495657,-0.17090115,-0.035992406,0.13071555,-0.25713596,0.17741807,0.13340916,-0.12703988,-0.1109638,-0.21183917,-0.06349443,-0.066079855,0.08888194,0.14125983,-0.11975297,0.17885616,-0.027039176,0.048605494,-0.1066654,-0.14403014,0.13249375,-0.0035049864,-0.10364901,0.16340959,0.09700024,0.13234365,0.18267362,-0.024637192,-0.17476454,-0.035465896
cell_0381,-0.10493501,-0.08537234,-0.102061674,-0.04818053,-0.03823025,0.037620075,0.08893099,0.11661844,0.09214801,0.0101325195,0.121910766,0.0050578015,0.1514618,0.05626529,0.30610365,-0.12111779,0.06439565,-0.04009063,-0.053564858,0.2964634,-0.019298531,0.017163496,0.08190759,-0.061006386,0.07450245,0.018754754,0.08579918,-0.18924712,0.011553844,0.04893868,-0.18101399,0.11647854,-0.1994181,0.1327773,0.025545966,-0.031532217,0.06586018,0.16613422,-0.26757953,0.1658961,0.04678783,-0.17620835,-0.09687575,-0.18488811,-0.03626222,-0.09384145,0.049269244,0.17076509,-0.21087416,0.15503909,-0.053518824,0.056079205,-0.20253564,-0.21043067,0.10047368,0.012182221,-0.090264365,0.12263355,0.08919196,0.08317331,0.16185012,-0.08526801,-0.15201956,-0.088057436
cell_0382,-0.13309747,-0.09751159,-0.11798217,-0.17268285,-0.17863816,0.09021829,0.071072534,-0.008823897,0.06688904,0.055906814,0.010489929,0.06481967,0.12272988,-0.015953751,0.30884576,-0.15829875,0.025914928,-0.04689858,-0.14178987,0.31411827,-0.032635156,-0.0022356953,0.1283318,-0.07888848,0.008074843,0.08378023,0.06946242,-0.1148491,0.044125155,0.08966227,-0.24114738,0.03311599,-0.11887662,0.14678876,0.062192563,-0.07709466,0.12269551,0.077181146,-0.18924743,0.19315067,0.07692117,-0.097047135,-0.17036924,-0.1843595,0.007969574,-0.2143043,0.16008621,0.15665647,-0.17641611,0.09581018,-0.038857974,0.026591066,-0.17827554,-0.12295365,0.054256096,0.06093039,-0.098557636,0.17782319,0.08988872,0.11041322,0.14166653,-0.024536107,-0.053986114,-0.03231107
cell_0383,-0.092505805,-0.09229418,0.007500693,-0.04108549,-0.18993267,0.1536832,-0.015159733,0.06024402,0.11284653,-0.008164058,0.112865545,0.0759871,0.009091278,-0.08821053,0.2841965,-0.08126876,0.10071081,-0.032286823,-0.048942998,0.26557222,-0.11064668,0.03697932,0.063552864,-0.068041116,0.0053897663,0.065578654,0.107218646,-0.17340124,0.048627667,0.13656123,-0.23008339,0.15028177,-0.09629996,0.17168441,0.10498238,-0.120719425,0.033739775,0.0890484,-0.19054334,0.2165118,0.06423587,-0.1444693,-0.099619456,-0.19448657,-0.03293704,-0.12706955,0.045149893,0.08881262,-0.106408454,0.15272158,-0.108551204,0.062395293,-0.18004109,-0.089875266,0.18398193,0.09010537,-0.08291199,0.16304675,0.15447384,0.15133303,0.15084916,-0.12923014,-0.18216652,-0.010652188
