Cell,cell_type,batch
Cell18948,Group1,Batch8
Cell18949,Group7,Batch8
Cell18950,Group5,Batch8
Cell18951,Group6,Batch8
Cell18952,Group4,Batch8
Cell18953,Group9,Batch8
Cell18954,Group4,Batch8
Cell18955,Group3,Batch8
Cell18956,Group4,Batch8
Cell18957,Group10,Batch8
Cell18958,Group3,Batch8
Cell18959,Group1,Batch8
Cell18960,Group2,Batch8
Cell18961,Group1,Batch8
Cell18962,Group10,Batch8
Cell18963,Group10,Batch8
Cell18964,Group6,Batch8
Cell18965,Group1,Batch8
Cell18966,Group10,Batch8
Cell18967,Group8,Batch8
Cell18968,Group9,Batch8
Cell18969,Group2,Batch8
Cell18970,Group1,Batch8
Cell18971,Group3,Batch8
Cell18972,Group6,Batch8
Cell18973,Group1,Batch8
Cell18974,Group3,Batch8
Cell18975,Group8,Batch8
Cell18976,Group9,Batch8
Cell18977,Group6,Batch8
Cell18978,Group5,Batch8
Cell18979,Group5,Batch8
Cell18980,Group2,Batch8
Cell18981,Group7,Batch8
Cell18982,Group4,Batch8
Cell18983,Group10,Batch8
Cell18984,Group5,Batch8
Cell18985,Group2,Batch8
Cell18986,Group4,Batch8
Cell18987,Group3,Batch8
Cell18988,Group3,Batch8
Cell18989,Group10,Batch8
Cell18990,Group2,Batch8
Cell18991,Group5,Batch8
Cell18992,Group7,Batch8
Cell18993,Group10,Batch8
Cell18994,Group7,Batch8
Cell18995,Group7,Batch8
Cell18996,Group6,Batch8
Cell18997,Group3,Batch8
Cell18998,Group7,Batch8
Cell18999,Group8,Batch8
Cell19000,Group2,Batch8
Cell19001,Group8,Batch8
Cell19002,Group5,Batch8
Cell19003,Group2,Batch8
Cell19004,Group7,Batch8
Cell19005,Group1,Batch8
Cell19006,Group5,Batch8
Cell19007,Group8,Batch8
Cell19008,Group1,Batch8
Cell19009,Group3,Batch8
Cell19010,Group3,Batch8
Cell19011,Group5,Batch8
Cell19012,Group10,Batch8
Cell19013,Group5,Batch8
Cell19014,Group7,Batch8
Cell19015,Group8,Batch8
Cell19016,Group1,Batch8
Cell19017,Group1,Batch8
Cell19018,Group10,Batch8
Cell19019,Group6,Batch8
Cell19020,Group1,Batch8
Cell19021,Group7,Batch8
Cell19022,Group6,Batch8
Cell19023,Group2,Batch8
Cell19024,Group3,Batch8
Cell19025,Group5,Batch8
Cell19026,Group6,Batch8
Cell19027,Group6,Batch8
Cell19028,Group8,Batch8
Cell19029,Group3,Batch8
Cell19030,Group8,Batch8
Cell19031,Group10,Batch8
Cell19032,Group2,Batch8
Cell19033,Group3,Batch8
Cell19034,Group2,Batch8
Cell19035,Group2,Batch8
Cell19036,Group3,Batch8
Cell19037,Group2,Batch8
Cell19038,Group3,Batch8
Cell19039,Group6,Batch8
Cell19040,Group3,Batch8
Cell19041,Group3,Batch8
Cell19042,Group10,Batch8
Cell19043,Group1,Batch8
Cell19044,Group1,Batch8
Cell19045,Group1,Batch8
Cell19046,Group1,Batch8
Cell19047,Group7,Batch8
Cell19048,Group2,Batch8
Cell19049,Group4,Batch8
Cell19050,Group2,Batch8
Cell19051,Group1,Batch8
Cell19052,Group3,Batch8
Cell19053,Group1,Batch8
Cell19054,Group6,Batch8
Cell19055,Group8,Batch8
Cell19056,Group8,Batch8
Cell19057,Group7,Batch8
Cell19058,Group5,Batch8
Cell19059,Group1,Batch8
Cell19060,Group7,Batch8
Cell19061,Group6,Batch8
Cell19062,Group2,Batch8
Cell19063,Group6,Batch8
Cell19064,Group1,Batch8
Cell19065,Group9,Batch8
Cell19066,Group7,Batch8
Cell19067,Group2,Batch8
Cell19068,Group5,Batch8
Cell19069,Group8,Batch8
Cell19070,Group5,Batch8
Cell19071,Group9,Batch8
Cell19072,Group8,Batch8
Cell19073,Group6,Batch8
Cell19074,Group7,Batch8
Cell19075,Group3,Batch8
Cell19076,Group2,Batch8
Cell19077,Group7,Batch8
Cell19078,Group6,Batch8
Cell19079,Group3,Batch8
Cell19080,Group7,Batch8
Cell19081,Group2,Batch8
Cell19082,Group7,Batch8
Cell19083,Group10,Batch8
Cell19084,Group5,Batch8
Cell19085,Group6,Batch8
Cell19086,Group8,Batch8
Cell19087,Group8,Batch8
Cell19088,Group10,Batch8
Cell19089,Group10,Batch8
Cell19090,Group2,Batch8
Cell19091,Group10,Batch8
Cell19092,Group7,Batch8
Cell19093,Group5,Batch8
Cell19094,Group7,Batch8
Cell19095,Group2,Batch8
Cell19096,Group10,Batch8
Cell19097,Group2,Batch8
Cell19098,Group3,Batch8
Cell19099,Group5,Batch8
Cell19100,Group8,Batch8
Cell19101,Group2,Batch8
Cell19102,Group1,Batch8
Cell19103,Group1,Batch8
Cell19104,Group1,Batch8
Cell19105,Group10,Batch8
Cell19106,Group9,Batch8
Cell19107,Group2,Batch8
Cell19108,Group7,Batch8
Cell19109,Group5,Batch8
Cell19110,Group7,Batch8
Cell19111,Group5,Batch8
Cell19112,Group2,Batch8
Cell19113,Group8,Batch8
Cell19114,Group8,Batch8
Cell19115,Group3,Batch8
Cell19116,Group10,Batch8
Cell19117,Group1,Batch8
Cell19118,Group1,Batch8
Cell19119,Group7,Batch8
Cell19120,Group4,Batch8
Cell19121,Group3,Batch8
Cell19122,Group10,Batch8
Cell19123,Group8,Batch8
Cell19124,Group8,Batch8
Cell19125,Group3,Batch8
Cell19126,Group5,Batch8
Cell19127,Group4,Batch8
Cell19128,Group1,Batch8
Cell19129,Group1,Batch8
Cell19130,Group10,Batch8
Cell19131,Group5,Batch8
Cell19132,Group10,Batch8
Cell19133,Group7,Batch8
Cell19134,Group7,Batch8
Cell19135,Group6,Batch8
Cell19136,Group10,Batch8
Cell19137,Group5,Batch8
Cell19138,Group3,Batch8
Cell19139,Group7,Batch8
Cell19140,Group8,Batch8
Cell19141,Group6,Batch8
Cell19142,Group1,Batch8
Cell19143,Group1,Batch8
Cell19144,Group5,Batch8
Cell19145,Group2,Batch8
Cell19146,Group8,Batch8
Cell19147,Group3,Batch8
Cell19148,Group10,Batch8
Cell19149,Group6,Batch8
Cell19150,Group8,Batch8
Cell19151,Group10,Batch8
Cell19152,Group2,Batch8
Cell19153,Group9,Batch8
Cell19154,Group6,Batch8
Cell19155,Group8,Batch8
Cell19156,Group9,Batch8
Cell19157,Group4,Batch8
Cell19158,Group1,Batch8
Cell19159,Group10,Batch8
Cell19160,Group5,Batch8
Cell19161,Group2,Batch8
Cell19162,Group8,Batch8
Cell19163,Group1,Batch8
Cell19164,Group6,Batch8
Cell19165,Group5,Batch8
Cell19166,Group1,Batch8
Cell19167,Group5,Batch8
Cell19168,Group4,Batch8
Cell19169,Group5,Batch8
Cell19170,Group2,Batch8
Cell19171,Group3,Batch8
Cell19172,Group5,Batch8
Cell19173,Group8,Batch8
Cell19174,Group7,Batch8
Cell19175,Group1,Batch8
Cell19176,Group8,Batch8
Cell19177,Group8,Batch8
Cell19178,Group10,Batch8
Cell19179,Group10,Batch8
Cell19180,Group1,Batch8
Cell19181,Group6,Batch8
Cell19182,Group3,Batch8
Cell19183,Group10,Batch8
Cell19184,Group5,Batch8
Cell19185,Group6,Batch8
Cell19186,Group7,Batch8
Cell19187,Group3,Batch8
Cell19188,Group3,Batch8
Cell19189,Group6,Batch8
Cell19190,Group7,Batch8
Cell19191,Group2,Batch8
Cell19192,Group8,Batch8
Cell19193,Group4,Batch8
Cell19194,Group9,Batch8
Cell19195,Group2,Batch8
Cell19196,Group8,Batch8
Cell19197,Group5,Batch8
Cell19198,Group9,Batch8
Cell19199,Group5,Batch8
Cell19200,Group2,Batch8
Cell19201,Group4,Batch8
Cell19202,Group6,Batch8
Cell19203,Group1,Batch8
Cell19204,Group8,Batch8
Cell19205,Group10,Batch8
Cell19206,Group5,Batch8
Cell19207,Group1,Batch8
Cell19208,Group4,Batch8
Cell19209,Group1,Batch8
Cell19210,Group6,Batch8
Cell19211,Group1,Batch8
Cell19212,Group3,Batch8
Cell19213,Group6,Batch8
Cell19214,Group8,Batch8
Cell19215,Group5,Batch8
Cell19216,Group3,Batch8
Cell19217,Group6,Batch8
Cell19218,Group8,Batch8
Cell19219,Group2,Batch8
Cell19220,Group1,Batch8
Cell19221,Group2,Batch8
Cell19222,Group8,Batch8
Cell19223,Group7,Batch8
Cell19224,Group9,Batch8
Cell19225,Group1,Batch8
Cell19226,Group3,Batch8
Cell19227,Group2,Batch8
Cell19228,Group1,Batch8
Cell19229,Group5,Batch8
Cell19230,Group5,Batch8
Cell19231,Group7,Batch8
Cell19232,Group5,Batch8
Cell19233,Group10,Batch8
Cell19234,Group9,Batch8
Cell19235,Group10,Batch8
Cell19236,Group6,Batch8
Cell19237,Group7,Batch8
Cell19238,Group10,Batch8
Cell19239,Group9,Batch8
Cell19240,Group6,Batch8
Cell19241,Group6,Batch8
Cell19242,Group3,Batch8
Cell19243,Group5,Batch8
Cell19244,Group7,Batch8
Cell19245,Group10,Batch8
Cell19246,Group9,Batch8
Cell19247,Group2,Batch8
Cell19248,Group1,Batch8
Cell19249,Group3,Batch8
Cell19250,Group7,Batch8
Cell19251,Group1,Batch8
Cell19252,Group1,Batch8
Cell19253,Group7,Batch8
Cell19254,Group2,Batch8
Cell19255,Group1,Batch8
Cell19256,Group6,Batch8
Cell19257,Group3,Batch8
Cell19258,Group2,Batch8
Cell19259,Group1,Batch8
Cell19260,Group4,Batch8
Cell19261,Group6,Batch8
Cell19262,Group7,Batch8
Cell19263,Group6,Batch8
Cell19264,Group7,Batch8
Cell19265,Group3,Batch8
Cell19266,Group8,Batch8
Cell19267,Group5,Batch8
Cell19268,Group7,Batch8
Cell19269,Group8,Batch8
Cell19270,Group6,Batch8
Cell19271,Group3,Batch8
Cell19272,Group9,Batch8
Cell19273,Group8,Batch8
Cell19274,Group10,Batch8
Cell19275,Group1,Batch8
Cell19276,Group3,Batch8
Cell19277,Group5,Batch8
Cell19278,Group2,Batch8
Cell19279,Group7,Batch8
Cell19280,Group8,Batch8
Cell19281,Group1,Batch8
Cell19282,Group5,Batch8
Cell19283,Group3,Batch8
Cell19284,Group5,Batch8
Cell19285,Group7,Batch8
Cell19286,Group2,Batch8
Cell19287,Group7,Batch8
Cell19288,Group8,Batch8
Cell19289,Group2,Batch8
Cell19290,Group10,Batch8
Cell19291,Group8,Batch8
Cell19292,Group6,Batch8
Cell19293,Group2,Batch8
Cell19294,Group8,Batch8
Cell19295,Group7,Batch8
Cell19296,Group5,Batch8
Cell19297,Group7,Batch8
Cell19298,Group1,Batch8
Cell19299,Group10,Batch8
Cell19300,Group7,Batch8
Cell19301,Group8,Batch8
Cell19302,Group4,Batch8
Cell19303,Group6,Batch8
Cell19304,Group7,Batch8
Cell19305,Group5,Batch8
Cell19306,Group1,Batch8
Cell19307,Group10,Batch8
Cell19308,Group3,Batch8
Cell19309,Group5,Batch8
Cell19310,Group10,Batch8
Cell19311,Group6,Batch8
Cell19312,Group5,Batch8
Cell19313,Group7,Batch8
Cell19314,Group7,Batch8
Cell19315,Group9,Batch8
Cell19316,Group2,Batch8
Cell19317,Group3,Batch8
Cell19318,Group2,Batch8
Cell19319,Group8,Batch8
Cell19320,Group3,Batch8
Cell19321,Group1,Batch8
Cell19322,Group3,Batch8
Cell19323,Group7,Batch8
Cell19324,Group1,Batch8
Cell19325,Group2,Batch8
Cell19326,Group8,Batch8
Cell19327,Group8,Batch8
Cell19328,Group7,Batch8
Cell19329,Group7,Batch8
Cell19330,Group2,Batch8
Cell19331,Group10,Batch8
Cell19332,Group8,Batch8
Cell19333,Group1,Batch8
Cell19334,Group10,Batch8
Cell19335,Group5,Batch8
Cell19336,Group2,Batch8
Cell19337,Group6,Batch8
Cell19338,Group9,Batch8
Cell19339,Group4,Batch8
Cell19340,Group6,Batch8
Cell19341,Group6,Batch8
Cell19342,Group10,Batch8
Cell19343,Group10,Batch8
Cell19344,Group3,Batch8
Cell19345,Group1,Batch8
Cell19346,Group6,Batch8
Cell19347,Group10,Batch8
Cell19348,Group6,Batch8
Cell19349,Group3,Batch8
Cell19350,Group1,Batch8
Cell19351,Group2,Batch8
Cell19352,Group10,Batch8
Cell19353,Group3,Batch8
Cell19354,Group2,Batch8
Cell19355,Group7,Batch8
Cell19356,Group1,Batch8
Cell19357,Group10,Batch8
Cell19358,Group5,Batch8
Cell19359,Group1,Batch8
Cell19360,Group3,Batch8
Cell19361,Group1,Batch8
Cell19362,Group5,Batch8
Cell19363,Group4,Batch8
Cell19364,Group10,Batch8
Cell19365,Group1,Batch8
Cell19366,Group8,Batch8
Cell19367,Group7,Batch8
Cell19368,Group7,Batch8
Cell19369,Group10,Batch8
Cell19370,Group5,Batch8
Cell19371,Group2,Batch8
Cell19372,Group8,Batch8
Cell19373,Group2,Batch8
Cell19374,Group3,Batch8
Cell19375,Group5,Batch8
Cell19376,Group3,Batch8
Cell19377,Group6,Batch8
Cell19378,Group5,Batch8
Cell19379,Group7,Batch8
Cell19380,Group8,Batch8
Cell19381,Group7,Batch8
Cell19382,Group4,Batch8
Cell19383,Group2,Batch8
Cell19384,Group2,Batch8
Cell19385,Group8,Batch8
Cell19386,Group9,Batch8
Cell19387,Group3,Batch8
Cell19388,Group6,Batch8
Cell19389,Group6,Batch8
Cell19390,Group7,Batch8
Cell19391,Group2,Batch8
Cell19392,Group3,Batch8
Cell19393,Group8,Batch8
Cell19394,Group1,Batch8
Cell19395,Group6,Batch8
Cell19396,Group1,Batch8
Cell19397,Group1,Batch8
Cell19398,Group7,Batch8
Cell19399,Group5,Batch8
Cell19400,Group1,Batch8
Cell19401,Group6,Batch8
Cell19402,Group7,Batch8
Cell19403,Group8,Batch8
Cell19404,Group10,Batch8
Cell19405,Group1,Batch8
Cell19406,Group6,Batch8
Cell19407,Group8,Batch8
Cell19408,Group10,Batch8
Cell19409,Group2,Batch8
Cell19410,Group1,Batch8
Cell19411,Group8,Batch8
Cell19412,Group10,Batch8
Cell19413,Group8,Batch8
Cell19414,Group8,Batch8
Cell19415,Group7,Batch8
Cell19416,Group8,Batch8
Cell19417,Group1,Batch8
Cell19418,Group2,Batch8
Cell19419,Group8,Batch8
Cell19420,Group6,Batch8
Cell19421,Group3,Batch8
Cell19422,Group2,Batch8
Cell19423,Group1,Batch8
Cell19424,Group7,Batch8
Cell19425,Group2,Batch8
Cell19426,Group10,Batch8
Cell19427,Group6,Batch8
Cell19428,Group10,Batch8
Cell19429,Group7,Batch8
Cell19430,Group9,Batch8
Cell19431,Group6,Batch8
Cell19432,Group10,Batch8
Cell19433,Group3,Batch8
Cell19434,Group10,Batch8
Cell19435,Group1,Batch8
Cell19436,Group4,Batch8
Cell19437,Group10,Batch8
Cell19438,Group10,Batch8
Cell19439,Group10,Batch8
Cell19440,Group5,Batch8
Cell19441,Group6,Batch8
Cell19442,Group7,Batch8
Cell19443,Group10,Batch8
Cell19444,Group10,Batch8
Cell19445,Group6,Batch8
Cell19446,Group1,Batch8
Cell19447,Group5,Batch8
Cell19448,Group1,Batch8
Cell19449,Group7,Batch8
Cell19450,Group6,Batch8
Cell19451,Group2,Batch8
Cell19452,Group7,Batch8
Cell19453,Group6,Batch8
Cell19454,Group10,Batch8
Cell19455,Group1,Batch8
Cell19456,Group5,Batch8
Cell19457,Group7,Batch8
Cell19458,Group1,Batch8
Cell19459,Group3,Batch8
Cell19460,Group4,Batch8
Cell19461,Group7,Batch8
Cell19462,Group7,Batch8
Cell19463,Group8,Batch8
Cell19464,Group4,Batch8
Cell19465,Group6,Batch8
Cell19466,Group6,Batch8
Cell19467,Group1,Batch8
Cell19468,Group10,Batch8
Cell19469,Group5,Batch8
Cell19470,Group6,Batch8
Cell19471,Group4,Batch8
Cell19472,Group1,Batch8
Cell19473,Group7,Batch8
Cell19474,Group5,Batch8
Cell19475,Group6,Batch8
Cell19476,Group10,Batch8
Cell19477,Group9,Batch8
Cell19478,Group3,Batch8
Cell19479,Group10,Batch8
Cell19480,Group6,Batch8
Cell19481,Group1,Batch8
Cell19482,Group5,Batch8
Cell19483,Group7,Batch8
Cell19484,Group1,Batch8
Cell19485,Group2,Batch8
Cell19486,Group5,Batch8
Cell19487,Group1,Batch8
Cell19488,Group6,Batch8
Cell19489,Group2,Batch8
Cell19490,Group7,Batch8
Cell19491,Group8,Batch8
Cell19492,Group3,Batch8
Cell19493,Group1,Batch8
Cell19494,Group1,Batch8
Cell19495,Group3,Batch8
Cell19496,Group3,Batch8
Cell19497,Group1,Batch8
Cell19498,Group6,Batch8
Cell19499,Group4,Batch8
Cell19500,Group8,Batch8
Cell19501,Group5,Batch8
Cell19502,Group10,Batch8
Cell19503,Group2,Batch8
Cell19504,Group8,Batch8
Cell19505,Group2,Batch8
Cell19506,Group2,Batch8
Cell19507,Group4,Batch8
Cell19508,Group1,Batch8
Cell19509,Group6,Batch8
Cell19510,Group10,Batch8
Cell19511,Group10,Batch8
Cell19512,Group3,Batch8
Cell19513,Group10,Batch8
Cell19514,Group5,Batch8
Cell19515,Group10,Batch8
Cell19516,Group2,Batch8
Cell19517,Group9,Batch8
Cell19518,Group3,Batch8
Cell19519,Group1,Batch8
Cell19520,Group1,Batch8
Cell19521,Group7,Batch8
Cell19522,Group5,Batch8
Cell19523,Group1,Batch8
Cell19524,Group9,Batch8
Cell19525,Group3,Batch8
Cell19526,Group10,Batch8
Cell19527,Group6,Batch8
Cell19528,Group6,Batch8
Cell19529,Group8,Batch8
Cell19530,Group1,Batch8
Cell19531,Group1,Batch8
Cell19532,Group1,Batch8
Cell19533,Group7,Batch8
Cell19534,Group7,Batch8
Cell19535,Group9,Batch8
Cell19536,Group1,Batch8
Cell19537,Group10,Batch8
Cell19538,Group5,Batch8
Cell19539,Group1,Batch8
Cell19540,Group1,Batch8
Cell19541,Group2,Batch8
Cell19542,Group8,Batch8
Cell19543,Group3,Batch8
Cell19544,Group3,Batch8
Cell19545,Group7,Batch8
Cell19546,Group3,Batch8
Cell19547,Group9,Batch8
Cell19548,Group7,Batch8
Cell19549,Group10,Batch8
Cell19550,Group2,Batch8
Cell19551,Group7,Batch8
Cell19552,Group5,Batch8
Cell19553,Group6,Batch8
Cell19554,Group10,Batch8
Cell19555,Group5,Batch8
Cell19556,Group10,Batch8
Cell19557,Group5,Batch8
Cell19558,Group1,Batch8
Cell19559,Group8,Batch8
Cell19560,Group6,Batch8
Cell19561,Group8,Batch8
Cell19562,Group7,Batch8
Cell19563,Group1,Batch8
Cell19564,Group6,Batch8
Cell19565,Group7,Batch8
Cell19566,Group3,Batch8
Cell19567,Group10,Batch8
Cell19568,Group2,Batch8
Cell19569,Group8,Batch8
Cell19570,Group8,Batch8
Cell19571,Group2,Batch8
Cell19572,Group1,Batch8
Cell19573,Group4,Batch8
Cell19574,Group2,Batch8
Cell19575,Group7,Batch8
Cell19576,Group2,Batch8
Cell19577,Group3,Batch8
Cell19578,Group7,Batch8
Cell19579,Group9,Batch8
Cell19580,Group4,Batch8
Cell19581,Group3,Batch8
Cell19582,Group8,Batch8
Cell19583,Group1,Batch8
Cell19584,Group10,Batch8
Cell19585,Group10,Batch8
Cell19586,Group8,Batch8
Cell19587,Group8,Batch8
Cell19588,Group10,Batch8
Cell19589,Group7,Batch8
Cell19590,Group3,Batch8
Cell19591,Group1,Batch8
Cell19592,Group7,Batch8
Cell19593,Group6,Batch8
Cell19594,Group2,Batch8
Cell19595,Group6,Batch8
Cell19596,Group1,Batch8
Cell19597,Group10,Batch8
Cell19598,Group5,Batch8
Cell19599,Group3,Batch8
Cell19600,Group7,Batch8
Cell19601,Group7,Batch8
Cell19602,Group7,Batch8
Cell19603,Group3,Batch8
Cell19604,Group8,Batch8
Cell19605,Group10,Batch8
Cell19606,Group7,Batch8
Cell19607,Group8,Batch8
Cell19608,Group1,Batch8
Cell19609,Group8,Batch8
Cell19610,Group2,Batch8
Cell19611,Group9,Batch8
Cell19612,Group2,Batch8
Cell19613,Group10,Batch8
Cell19614,Group2,Batch8
Cell19615,Group7,Batch8
Cell19616,Group1,Batch8
Cell19617,Group7,Batch8
Cell19618,Group5,Batch8
Cell19619,Group5,Batch8
Cell19620,Group8,Batch8
Cell19621,Group3,Batch8
Cell19622,Group2,Batch8
Cell19623,Group10,Batch8
Cell19624,Group3,Batch8
Cell19625,Group3,Batch8
Cell19626,Group9,Batch8
Cell19627,Group9,Batch8
Cell19628,Group5,Batch8
Cell19629,Group7,Batch8
Cell19630,Group5,Batch8
Cell19631,Group10,Batch8
Cell19632,Group3,Batch8
Cell19633,Group10,Batch8
Cell19634,Group5,Batch8
Cell19635,Group1,Batch8
Cell19636,Group5,Batch8
Cell19637,Group7,Batch8
Cell19638,Group5,Batch8
Cell19639,Group2,Batch8
Cell19640,Group8,Batch8
Cell19641,Group3,Batch8
Cell19642,Group4,Batch8
Cell19643,Group7,Batch8
Cell19644,Group10,Batch8
Cell19645,Group9,Batch8
Cell19646,Group8,Batch8
Cell19647,Group2,Batch8
Cell19648,Group10,Batch8
Cell19649,Group2,Batch8
Cell19650,Group5,Batch8
Cell19651,Group6,Batch8
Cell19652,Group2,Batch8
Cell19653,Group1,Batch8
Cell19654,Group2,Batch8
Cell19655,Group1,Batch8
Cell19656,Group10,Batch8
Cell19657,Group9,Batch8
Cell19658,Group7,Batch8
Cell19659,Group2,Batch8
Cell19660,Group3,Batch8
Cell19661,Group8,Batch8
Cell19662,Group8,Batch8
Cell19663,Group7,Batch8
Cell19664,Group10,Batch8
Cell19665,Group3,Batch8
Cell19666,Group1,Batch8
Cell19667,Group8,Batch8
Cell19668,Group2,Batch8
Cell19669,Group2,Batch8
Cell19670,Group1,Batch8
Cell19671,Group7,Batch8
Cell19672,Group4,Batch8
Cell19673,Group5,Batch8
Cell19674,Group2,Batch8
Cell19675,Group2,Batch8
Cell19676,Group7,Batch8
Cell19677,Group7,Batch8
Cell19678,Group1,Batch8
Cell19679,Group4,Batch8
Cell19680,Group6,Batch8
Cell19681,Group2,Batch8
Cell19682,Group6,Batch8
Cell19683,Group1,Batch8
Cell19684,Group8,Batch8
Cell19685,Group2,Batch8
Cell19686,Group5,Batch8
Cell19687,Group6,Batch8
Cell19688,Group3,Batch8
Cell19689,Group3,Batch8
Cell19690,Group5,Batch8
Cell19691,Group1,Batch8
Cell19692,Group10,Batch8
Cell19693,Group6,Batch8
Cell19694,Group9,Batch8
Cell19695,Group8,Batch8
Cell19696,Group8,Batch8
Cell19697,Group8,Batch8
Cell19698,Group3,Batch8
Cell19699,Group1,Batch8
Cell19700,Group1,Batch8
Cell19701,Group6,Batch8
Cell19702,Group7,Batch8
Cell19703,Group7,Batch8
Cell19704,Group5,Batch8
Cell19705,Group1,Batch8
Cell19706,Group10,Batch8
Cell19707,Group2,Batch8
Cell19708,Group4,Batch8
Cell19709,Group5,Batch8
Cell19710,Group1,Batch8
Cell19711,Group8,Batch8
Cell19712,Group7,Batch8
Cell19713,Group1,Batch8
Cell19714,Group2,Batch8
Cell19715,Group8,Batch8
Cell19716,Group9,Batch8
Cell19717,Group4,Batch8
Cell19718,Group5,Batch8
Cell19719,Group3,Batch8
Cell19720,Group1,Batch8
Cell19721,Group8,Batch8
Cell19722,Group2,Batch8
Cell19723,Group3,Batch8
Cell19724,Group10,Batch8
Cell19725,Group9,Batch8
Cell19726,Group10,Batch8
Cell19727,Group4,Batch8
Cell19728,Group6,Batch8
Cell19729,Group6,Batch8
Cell19730,Group5,Batch8
Cell19731,Group3,Batch8
Cell19732,Group4,Batch8
Cell19733,Group10,Batch8
Cell19734,Group7,Batch8
Cell19735,Group8,Batch8
Cell19736,Group7,Batch8
Cell19737,Group10,Batch8
Cell19738,Group1,Batch8
Cell19739,Group1,Batch8
Cell19740,Group2,Batch8
Cell19741,Group4,Batch8
Cell19742,Group9,Batch8
Cell19743,Group8,Batch8
Cell19744,Group1,Batch8
Cell19745,Group6,Batch8
Cell19746,Group3,Batch8
Cell19747,Group7,Batch8
Cell19748,Group7,Batch8
Cell19749,Group3,Batch8
Cell19750,Group8,Batch8
Cell19751,Group9,Batch8
Cell19752,Group10,Batch8
Cell19753,Group9,Batch8
Cell19754,Group8,Batch8
Cell19755,Group7,Batch8
Cell19756,Group7,Batch8
Cell19757,Group7,Batch8
Cell19758,Group1,Batch8
Cell19759,Group8,Batch8
Cell19760,Group9,Batch8
Cell19761,Group8,Batch8
Cell19762,Group9,Batch8
Cell19763,Group5,Batch8
Cell19764,Group6,Batch8
Cell19765,Group7,Batch8
Cell19766,Group6,Batch8
Cell19767,Group2,Batch8
Cell19768,Group1,Batch8
Cell19769,Group10,Batch8
Cell19770,Group5,Batch8
Cell19771,Group3,Batch8
Cell19772,Group3,Batch8
Cell19773,Group7,Batch8
Cell19774,Group9,Batch8
Cell19775,Group7,Batch8
Cell19776,Group3,Batch8
Cell19777,Group3,Batch8
Cell19778,Group2,Batch8
Cell19779,Group2,Batch8
Cell19780,Group6,Batch8
Cell19781,Group1,Batch8
Cell19782,Group5,Batch8
Cell19783,Group3,Batch8
Cell19784,Group2,Batch8
Cell19785,Group8,Batch8
Cell19786,Group3,Batch8
Cell19787,Group3,Batch8
Cell19788,Group4,Batch8
Cell19789,Group5,Batch8
Cell19790,Group1,Batch8
Cell19791,Group7,Batch8
Cell19792,Group5,Batch8
Cell19793,Group5,Batch8
Cell19794,Group5,Batch8
Cell19795,Group2,Batch8
Cell19796,Group10,Batch8
Cell19797,Group6,Batch8
Cell19798,Group5,Batch8
Cell19799,Group4,Batch8
Cell19800,Group2,Batch8
Cell19801,Group3,Batch8
Cell19802,Group9,Batch8
Cell19803,Group10,Batch8
Cell19804,Group9,Batch8
Cell19805,Group10,Batch8
Cell19806,Group2,Batch8
Cell19807,Group5,Batch8
Cell19808,Group10,Batch8
Cell19809,Group2,Batch8
Cell19810,Group3,Batch8
Cell19811,Group10,Batch8
Cell19812,Group10,Batch8
Cell19813,Group2,Batch8
Cell19814,Group8,Batch8
Cell19815,Group3,Batch8
Cell19816,Group7,Batch8
Cell19817,Group1,Batch8
Cell19818,Group9,Batch8
Cell19819,Group1,Batch8
Cell19820,Group4,Batch8
Cell19821,Group1,Batch8
Cell19822,Group5,Batch8
Cell19823,Group3,Batch8
Cell19824,Group2,Batch8
Cell19825,Group3,Batch8
Cell19826,Group7,Batch8
Cell19827,Group2,Batch8
Cell19828,Group1,Batch8
Cell19829,Group5,Batch8
Cell19830,Group1,Batch8
Cell19831,Group2,Batch8
Cell19832,Group1,Batch8
Cell19833,Group6,Batch8
Cell19834,Group2,Batch8
Cell19835,Group1,Batch8
Cell19836,Group5,Batch8
Cell19837,Group6,Batch8
Cell19838,Group1,Batch8
Cell19839,Group2,Batch8
Cell19840,Group9,Batch8
Cell19841,Group7,Batch8
Cell19842,Group4,Batch8
Cell19843,Group2,Batch8
Cell19844,Group3,Batch8
Cell19845,Group1,Batch8
Cell19846,Group5,Batch8
Cell19847,Group4,Batch8
Cell19848,Group6,Batch8
Cell19849,Group7,Batch8
Cell19850,Group5,Batch8
Cell19851,Group6,Batch8
Cell19852,Group3,Batch8
Cell19853,Group1,Batch8
Cell19854,Group7,Batch8
Cell19855,Group2,Batch8
Cell19856,Group1,Batch8
Cell19857,Group4,Batch8
Cell19858,Group7,Batch8
Cell19859,Group5,Batch8
Cell19860,Group1,Batch8
Cell19861,Group7,Batch8
Cell19862,Group9,Batch8
Cell19863,Group10,Batch8
Cell19864,Group8,Batch8
Cell19865,Group8,Batch8
Cell19866,Group1,Batch8
Cell19867,Group6,Batch8
Cell19868,Group9,Batch8
Cell19869,Group5,Batch8
Cell19870,Group3,Batch8
Cell19871,Group5,Batch8
Cell19872,Group2,Batch8
Cell19873,Group9,Batch8
Cell19874,Group10,Batch8
Cell19875,Group5,Batch8
Cell19876,Group10,Batch8
Cell19877,Group6,Batch8
Cell19878,Group8,Batch8
Cell19879,Group3,Batch8
